#{"t_start": 1763756444.8246543, "env_id": "None"}
r,l,t
-2696.7542,12,2.845059
-905.8434,10,2.862531
-1038.5956,2,2.86262
-1784.3525,10,2.87838
139.64813,33,2.878866
-2120.523,7,2.992726
-928.5564,18,2.992812
-11.550415,24,3.00864
-611.1283,19,3.008755
-1532.8218,14,3.02541
2933.6704,61,3.025548
-1758.7677,12,3.04689
-1425.2385,15,3.046975
-1567.6816,11,3.046997
-760.6411,14,3.047007
-477.03497,17,3.047013
-1002.83856,4,3.065267
-442.42175,47,3.087674
-1044.2637,2,3.089719
-1022.69604,2,3.089773
1865.3123,70,3.126763
-1035.7583,27,3.126862
-705.9935,17,3.143878
-935.88086,5,3.143987
-911.1853,4,3.188253
-2531.9478,6,3.188336
-1046.9823,20,3.218318
-1756.59,23,3.232114
4157.3604,87,3.252648
-3308.5874,12,3.252722
-975.2509,7,3.252739
-1282.567,11,3.272103
-2726.867,14,3.27218
-1059.5957,10,3.286895
-2677.2512,7,3.299169
-948.15533,5,3.327637
-1388.2638,6,3.344064
-816.2855,7,3.35855
-1503.8467,6,3.373919
-1325.5969,10,3.373996
-2558.512,20,3.393032
-999.48737,2,3.411479
-1038.6761,3,3.411557
-1362.1902,26,3.443503
787.153,41,3.458126
-974.04065,5,3.476304
112.50183,24,3.476429
179.86871,29,3.476449
-1252.0914,14,3.492732
-1292.2786,7,3.492816
-1337.6445,3,3.531587
-1062.4993,7,3.53167
-811.91895,40,3.531688
1508.5469,79,3.546661
1562.438,55,3.546731
563.4211,33,3.560615
-1405.3108,8,3.584903
-1229.382,5,3.585011
-1199.0696,4,3.603543
-1042.873,3,3.60365
-1625.4355,11,3.603671
-1822.7322,8,3.619102
-1476.0193,8,3.63444
-993.81696,3,3.649188
-720.76196,28,3.649276
-1756.0142,8,3.668061
-334.88434,68,3.668196
-1300.5935,4,3.668229
-1227.5139,7,3.706755
-1130.2999,7,3.706829
-2450.278,10,3.728566
-1044.2637,2,3.747908
-1099.6896,9,3.763539
-635.17395,13,3.763618
-968.06104,4,3.786115
587.3754,47,3.838148
-1387.3435,10,3.854854
-299.2243,45,3.8979
-1510.6776,13,3.897963
-1239.5323,8,3.897976
-1939.3326,15,3.91814
-901.33374,5,3.935725
-948.59283,4,3.965016
-2336.3616,17,3.965092
-2629.9111,13,3.985465
-1030.4537,2,4.003423
-569.5608,38,4.003524
-354.06158,20,4.003544
490.93958,56,4.003551
549.06366,32,4.032366
-1044.2637,2,4.032447
1740.3223,47,4.032466
-1062.4832,3,4.048267
-982.49884,19,4.1127
-1424.6615,14,4.146954
-1486.8387,13,4.172395
-1783.8751,9,4.172494
-870.282,9,4.207576
1324.0974,37,4.229052
532.6616,55,4.229147
-1076.8477,11,4.245734
-800.9474,5,4.261907
-796.0044,20,4.275154
-846.72076,10,4.29982
-2180.5034,48,4.319034
-993.32074,3,4.344115
-611.15515,57,4.344168
-2833.6187,9,4.344177
-974.24963,5,4.366786
-1026.3496,2,4.389594
7879.5327,126,4.389668
-2570.065,7,4.389687
-970.46796,4,4.389693
-1473.6355,10,4.420037
1911.1748,63,4.420147
-1719.1569,24,4.420166
1198.8014,37,4.420173
-1034.1351,2,4.449645
-1040.0183,2,4.449983
-528.2793,25,4.450005
-1347.468,3,4.464291
-1901.456,5,4.464394
-1472.1299,4,4.488352
-154.78656,38,4.51854
1214.3545,47,4.558893
-2497.9072,9,4.605817
-1512.3018,10,4.63568
-2123.258,17,4.635774
-1068.8157,36,4.654681
-1039.3818,18,4.65477
-1507.4111,35,4.677656
-969.8263,10,4.697613
-1402.7664,14,4.733141
-1025.84,2,4.733227
-1244.4155,5,4.733241
-188.22565,28,4.733247
-1004.34106,4,4.733251
-917.10754,33,4.750225
688.504,39,4.766702
-841.1187,23,4.782677
-533.1249,51,4.813205
-1102.645,21,4.813281
53.948975,27,4.829305
-776.9133,26,4.829403
1701.3904,68,4.852499
155.78088,27,4.852583
-1051.5435,4,4.8526
-1275.6948,6,4.852608
-533.6022,23,4.868026
-1038.0973,3,4.884373
-987.63544,3,4.902785
2844.5056,72,4.902882
-1117.3864,11,4.920859
-1037.0714,3,4.92094
-1386.7485,15,4.936308
-681.07745,21,4.936392
-1378.1744,7,4.951561
-1186.2769,13,4.951693
825.92896,37,4.969427
-1001.24854,9,4.969641
-1585.3513,5,4.993258
-2008.9636,6,4.99338
-808.0631,9,5.009029
-1042.0312,5,5.02907
-150.29694,21,5.029167
821.6502,34,5.045118
-1725.3783,11,5.045233
1835.7935,48,5.060872
-1222.0424,4,5.060992
-1634.7335,4,5.061011
-888.1099,9,5.079345
-1192.123,4,5.07945
-1326.4071,8,5.079468
207.61908,21,5.096746
-463.67798,21,5.125993
-1022.19434,3,5.126064
-2289.5117,8,5.152807
-1613.0281,6,5.152888
-2243.2358,15,5.171436
-1005.71436,14,5.188842
-2187.6248,14,5.188941
-876.0818,17,5.188958
-2362.4146,10,5.202013
-831.15283,8,5.202093
-1136.7628,4,5.215015
-1241.5525,12,5.243583
643.84955,31,5.243657
-2406.5269,13,5.243674
-2853.1194,18,5.265507
-896.5651,5,5.265629
-1847.6882,14,5.280154
-1038.7599,2,5.297417
-3067.493,14,5.297497
-2934.082,10,5.313448
-125.38904,40,5.313545
-1547.9158,8,5.326478
-454.9583,15,5.356892
-970.9292,6,5.373137
-999.1045,16,5.373232
-153.52576,25,5.373251
-1685.7839,5,5.373257
-275.0526,41,5.403429
-1044.2637,2,5.403511
-666.6257,14,5.41981
-1045.1757,3,5.419907
276.08527,37,5.46291
-3056.5571,11,5.477344
-682.76117,13,5.523714
-1613.916,22,5.543384
-1402.861,4,5.543463
-125.36218,18,5.543482
-1473.3911,18,5.543489
1390.8578,57,5.558016
-720.60144,13,5.579385
-1248.5723,19,5.579459
-2142.9395,12,5.579474
-1036.2578,2,5.579481
-1032.1791,3,5.579487
-1002.49866,3,5.596065
-2052.5361,8,5.596151
-1029.7341,2,5.61424
1164.8091,48,5.614306
-1276.0015,14,5.614322
-1952.4592,11,5.614329
-1248.4562,19,5.62604
-1065.3652,5,5.626159
-1447.5974,5,5.662122
-632.317,15,5.679762
498.90442,40,5.679851
-1466.0178,6,5.679869
-1053.4354,4,5.694174
-1294.9115,7,5.694273
132.7818,32,5.710622
-1032.6383,8,5.710701
-1069.1381,2,5.725041
-1002.0551,3,5.725125
-1165.8145,8,5.74163
-1078.2689,3,5.760956
-1144.8479,9,5.761032
-1652.5311,5,5.761048
-1605.4392,5,5.761054
-1029.7877,2,5.778337
-2542.2637,15,5.815993
-2111.5347,12,5.816046
-841.7764,24,5.816059
-1823.5977,12,5.816065
-1306.7389,17,5.830184
-1090.8622,9,5.84612
-1803.0531,7,5.846214
-1050.3885,4,5.846233
-1020.4248,2,5.84624
-1015.902,6,5.866986
1735.7955,47,5.867076
-2610.5435,6,5.867095
-659.53156,28,5.880768
-1205.1892,5,5.896214
-1339.2981,15,5.913126
-1014.68286,4,5.913201
-1044.2268,2,5.944135
-1201.8324,6,5.957913
-1122.7017,10,5.973891
-1737.8037,24,5.989899
-896.57007,5,5.989961
-2884.7583,15,6.010612
-1725.8496,10,6.028815
-968.81903,27,6.04089
-1028.6316,2,6.0634
-1689.6316,50,6.07943
-918.1866,23,6.095623
-2188.3677,29,6.109607
-531.7516,21,6.109702
-1281.4426,7,6.131548
-994.51855,18,6.159452
2388.5425,63,6.202416
-1368.5254,6,6.217713
-1028.7842,2,6.230237
-765.375,64,6.260295
-1458.2692,20,6.260346
-1935.4973,27,6.276191
-2167.3132,8,6.276268
-1694.5258,11,6.276278
-2537.8044,19,6.294415
-2034.9958,16,6.29453
-1044.2637,2,6.294563
-2316.9163,13,6.312321
-1035.6119,2,6.312407
-4116.033,14,6.312426
-1034.2007,3,6.327263
-969.05237,4,6.3451
-1275.6241,19,6.375206
-887.9215,6,6.394633
-83.335144,25,6.394721
-922.10455,6,6.41105
-1296.4135,7,6.411142
-2020.8706,34,6.425682
-21.593079,39,6.441162
-2554.8645,37,6.441285
-1715.1189,24,6.441309
-957.1301,5,6.456585
1225.541,46,6.472849
-1210.2661,15,6.472923
-1031.542,2,6.472938
-2310.367,9,6.487646
-971.4323,4,6.509248
-1019.00964,2,6.509372
860.6706,42,6.525142
-82.50079,73,6.525223
698.9217,39,6.577292
-1920.4531,5,6.591434
-446.35492,19,6.606752
-601.64844,19,6.606824
-2357.3477,14,6.606841
-937.89935,5,6.657051
-980.0574,4,6.657125
-1034.0922,4,6.673694
-1785.1499,28,6.700605
-1170.8976,13,6.700679
-60.440002,52,6.715341
-920.6914,4,6.715475
-2648.2537,21,6.715503
-250.79193,17,6.730699
-1031.3652,2,6.761398
-2229.092,22,6.774975
-1340.5396,8,6.775056
-544.14453,25,6.795799
-1086.0522,4,6.834457
-1028.8188,2,6.834578
-2856.9197,8,6.83461
-530.5586,28,6.865568
-1488.8964,4,6.866092
-933.8309,5,6.891251
-203.17725,41,6.891392
-230.72888,25,6.912642
-146.66241,18,6.928295
-1062.0037,7,6.975238
-1003.583,3,6.97533
-602.91296,21,6.975348
213.52045,30,7.036508
-1725.7893,8,7.050385
-536.6265,45,7.050698
1481.0656,76,7.084691
-529.6439,21,7.099904
-1985.5281,13,7.099991
-1798.6277,35,7.100008
-400.20862,23,7.13095
97.898865,39,7.13105
-1642.0493,9,7.13107
-922.10736,4,7.149314
-1033.5492,3,7.149396
-911.44354,6,7.149412
-2534.2712,15,7.149417
-340.99677,71,7.149422
-1623.6295,5,7.177956
-1599.9934,18,7.178046
-1051.3053,3,7.192578
-2123.827,30,7.192666
-1038.7495,3,7.192681
-1041.4565,4,7.192686
-2102.8584,31,7.242585
-1041.3898,7,7.242692
-1356.1316,7,7.265972
-1019.60236,4,7.266058
-1584.6558,5,7.284832
-1045.8706,3,7.302704
-1035.6014,2,7.302807
-867.5605,30,7.369473
-2791.35,20,7.369526
-791.8084,13,7.369539
-749.64197,19,7.369544
-771.46466,7,7.387062
2250.304,55,7.387149
-1131.0232,7,7.401748
-562.92633,14,7.423491
-1373.6207,3,7.42356
-1408.593,26,7.423573
-681.44165,32,7.440722
-418.0915,18,7.453119
-1075.2947,17,7.466465
-1020.9895,2,7.466546
-799.66473,7,7.482256
-2705.3484,10,7.540831
-545.71387,28,7.556019
-868.64734,16,7.556106
-2053.2537,9,7.556126
409.677,43,7.572737
118.7547,50,7.572827
-1496.2192,29,7.603051
-517.46857,15,7.603438
-808.3285,23,7.619364
-491.15973,17,7.636319
-1311.7858,8,7.664349
-888.497,7,7.664443
-883.42834,5,7.680869
-567.2866,30,7.680955
129.72028,20,7.70916
-840.7134,10,7.725584
-761.96515,8,7.743371
-1304.3779,4,7.743482
-655.7551,19,7.743499
5346.169,80,7.743505
-303.08398,37,7.895801
-982.69965,4,7.911313
-1374.996,16,7.911759
-1054.1097,5,7.930331
-964.8782,5,7.930433
4543.992,91,7.93045
-3033.276,23,7.930461
-1230.0795,12,7.930467
-107.60803,23,7.946352
-3208.9343,15,7.946448
-2318.1572,19,7.958954
-981.5899,3,7.973034
-1021.2672,2,7.992301
-1353.4336,5,8.005049
-998.7544,2,8.021208
-785.2275,6,8.04231
-889.8372,30,8.042382
-2694.6592,18,8.059197
-1139.9758,14,8.075069
-1904.0398,10,8.075161
-1449.8103,10,8.07518
-1205.0146,16,8.089239
-959.5241,17,8.089305
-1010.0709,9,8.08932
-1854.5521,7,8.089328
-996.4221,10,8.089334
-1006.8726,2,8.108091
-916.85455,5,8.122323
-4105.51,12,8.122666
-929.54645,7,8.171113
-1109.8164,5,8.171202
-1367.3158,5,8.17122
-103.76196,50,8.198122
667.1343,70,8.216959
-432.78815,20,8.217024
-1041.2124,2,8.231642
-522.67175,12,8.23173
-533.4404,49,8.261859
-750.86847,47,8.261949
-1531.4097,11,8.261969
-2970.3667,13,8.276982
-3917.4395,13,8.297039
-906.6073,4,8.297121
-1332.1326,5,8.29713
-2355.1516,9,8.313895
-2168.1274,50,8.313963
-1694.3677,12,8.313981
-1182.7584,20,8.345168
-1138.1902,11,8.375135
-174.47809,43,8.391138
-1841.8572,6,8.391224
-1016.8379,2,8.391239
-1046.0465,2,8.408187
-1967.5549,5,8.422874
-708.74506,18,8.436718
-1085.8025,6,8.436782
-864.9363,6,8.436797
-2932.1726,20,8.452533
132.09546,21,8.452637
-1044.2637,2,8.465703
-918.30334,9,8.46579
-1221.106,12,8.496188
-2011.5852,8,8.52539
-1583.6783,7,8.539462
-1058.0361,7,8.558253
-1028.2809,6,8.575684
-1311.7139,8,8.57577
-874.61975,4,8.590782
-1314.2063,9,8.607738
-1178.3546,13,8.607921
-266.2486,51,8.625593
-19.227356,34,8.655114
-197.93463,20,8.6552
-852.978,5,8.677655
-806.6984,23,8.716496
-1044.7478,3,8.716612
-1451.4474,14,8.736742
-1190.4503,12,8.756269
-1745.925,7,8.756427
1347.4104,58,8.776768
-1044.2334,2,8.80896
-980.113,3,8.80908
-1800.2849,30,8.825222
-368.7777,21,8.84795
-599.23035,32,8.848052
-1440.2899,5,8.848073
-997.0774,16,8.848078
-2991.7214,14,8.869038
-2019.4487,16,8.869129
-886.24744,39,8.869149
-356.70685,35,8.869157
-932.6682,4,8.886545
-1093.4622,3,8.90208
-1067.7393,3,8.90218
-1511.2212,27,8.936185
-1513.74,52,8.936268
-1721.4656,6,8.96064
-88.771545,59,8.960716
-2527.163,5,8.96073
-722.1953,17,8.975402
-179.013,21,8.988651
-572.7781,18,9.0026
-1154.0486,9,9.024268
-2332.1423,9,9.039236
-1649.8925,9,9.057165
-959.9916,4,9.05768
-981.54407,5,9.057873
-1048.5421,3,9.073541
-826.3879,28,9.073622
-1024.7021,2,9.097659
-1007.7554,9,9.11286
-1024.3528,2,9.112926
-1909.1151,15,9.112942
-1696.3656,3,9.164791
-990.9802,44,9.182769
-1048.379,16,9.229845
-803.4918,30,9.252129
-1163.0507,9,9.252226
-2309.8965,17,9.252246
-336.391,24,9.282483
-839.8679,13,9.282568
-2721.8745,25,9.298822
-994.4551,2,9.314271
69.342834,53,9.314398
-1713.5684,6,9.329789
-88.42932,35,9.344318
-673.1287,25,9.359018
-842.3812,18,9.359108
-1360.3477,4,9.359124
-1796.0941,8,9.373016
-3050.0222,14,9.404966
-673.1582,24,9.405072
-1674.1958,7,9.422133
-1208.1973,7,9.422235
-6.4001465,29,9.422259
-831.097,4,9.437546
-1063.9318,23,9.453995
-1792.8762,7,9.469018
618.43964,44,9.469101
1651.4631,73,9.488781
-881.2326,5,9.50183
-1308.7501,4,9.501906
-1047.5675,10,9.501927
-3369.5808,8,9.532866
-1664.4153,31,9.552636
-802.2117,17,9.552725
-3104.386,9,9.583034
-678.7923,9,9.583127
113.6322,41,9.608908
-1892.7153,16,9.608977
-1040.7319,2,9.608993
-1910.1255,7,9.609
-1501.7451,26,9.609005
-2541.9834,8,9.650221
-1050.4656,3,9.670727
-1026.3755,3,9.67079
-1115.6111,11,9.686246
-1305.0305,9,9.686346
-998.20776,2,9.686366
-1624.0466,33,9.686373
498.7207,34,9.70064
-164.17743,27,9.724152
-924.5121,6,9.724224
-1360.7943,7,9.724241
-1074.0865,3,9.737955
-2296.7385,10,9.763734
-567.3002,13,9.763803
-908.6484,5,9.76382
-1766.447,18,9.795007
-933.75714,4,9.795076
-973.4335,5,9.810349
-952.2514,7,9.810419
-984.23145,3,9.842429
1083.135,61,9.872097
-1499.062,11,9.87219
-1235.394,17,9.888455
-1461.7345,6,9.904863
1294.584,64,9.935066
-938.35657,11,9.93514
-1000.13654,3,9.935157
-3592.1436,11,9.935164
-802.35205,23,9.951182
819.7032,34,9.951283
-1099.6464,4,9.966009
76.33203,43,9.983628
-828.65375,14,10.012531
-1489.9131,5,10.012876
-1351.7783,3,10.012905
-1219.1779,19,10.048487
-1024.2157,5,10.097909
-826.1305,5,10.097985
-809.4762,29,10.098001
-1616.7644,8,10.113695
-1023.76135,2,10.141675
-1174.3999,3,10.141767
-694.8019,32,10.141783
246.12848,21,10.170855
-1036.5193,3,10.192123
-987.4925,3,10.192218
-537.53894,17,10.227153
-825.9689,8,10.227244
-1044.2411,2,10.227264
1205.4021,51,10.227271
-107.16046,34,10.278761
-302.70404,36,10.290708
-978.72876,8,10.312114
-989.5818,5,10.312194
-93.807434,32,10.331818
-1034.8474,2,10.34671
-938.9983,8,10.362298
-128.84167,30,10.362414
-568.75366,22,10.382506
-120.10516,28,10.397747
-28.070374,34,10.432386
-792.17535,20,10.432476
-1620.4026,5,10.44799
-1076.8208,7,10.448062
588.4182,48,10.463763
-1044.2637,2,10.493282
546.22327,34,10.514658
337.8927,35,10.514726
1449.7828,60,10.531101
765.7755,51,10.531185
-1863.086,13,10.531201
-830.1161,8,10.580293
-1562.3136,9,10.594043
-719.1109,19,10.611484
-375.18213,16,10.62641
1462.0659,54,10.645643
-1463.1411,10,10.663473
-1348.8254,5,10.663566
-1558.9854,17,10.679351
-1435.3785,11,10.70288
-1358.5188,33,10.702972
-2005.1146,21,10.702989
-2083.975,6,10.732379
1419.2789,48,10.732461
-1388.2904,30,10.732474
2737.25,79,10.747308
-944.95966,2,10.763162
-3223.3105,20,10.763257
-859.3155,5,10.779761
-44.15576,30,10.779868
-1727.259,11,10.795781
-1099.73,13,10.810916
646.6675,35,10.811029
-808.1837,10,10.830065
-995.40564,3,10.830167
-1669.5623,5,10.844255
-1172.2422,10,10.844384
-1008.4563,3,10.884452
-1326.0618,9,10.916031
-1037.0319,5,10.916095
-2097.933,44,10.916111
-1236.906,7,10.916117
-800.36633,10,10.916122
73.40405,25,10.916128
-844.50165,7,10.933757
-1405.5568,13,10.933846
-1877.5828,14,10.969378
-1258.8184,4,10.987379
-1655.8801,18,10.987517
-1171.6667,11,11.003574
-2409.238,5,11.017561
-956.2176,31,11.033493
-1131.3893,8,11.058113
-881.3842,17,11.087046
-1615.3643,5,11.105144
-1030.8103,12,11.121516
-1039.585,15,11.173577
-919.99414,32,11.173672
22.287354,31,11.173694
-379.20905,30,11.186965
1451.2549,47,11.203289
-1083.9622,3,11.217408
-1180.562,9,11.234376
1022.6951,55,11.278873
-1335.1511,20,11.298465
-2143.6746,15,11.298587
-1551.4866,13,11.313619
2460.1948,77,11.313699
781.28265,48,11.313716
-1030.408,9,11.332292
-1543.6404,11,11.357566
-807.5085,7,11.357658
-356.6269,25,11.357697
-1018.83496,3,11.378153
-629.4505,10,11.37873
-924.0117,5,11.37879
-2241.0396,24,11.397874
-993.34485,3,11.427216
-344.50665,38,11.427297
-1675.0217,5,11.427316
-2374.1147,7,11.427323
-736.18884,31,11.444615
2612.4202,55,11.444733
-1394.5483,4,11.444756
-18.152893,27,11.463334
-1167.618,45,11.476185
-1031.648,2,11.476267
-953.1325,8,11.492905
-1559.2025,7,11.492981
-991.9332,3,11.523929
-1011.8683,6,11.524016
-1310.8225,6,11.524034
-745.9344,8,11.556844
-964.98315,7,11.556967
-1030.2507,2,11.556987
-1784.8593,24,11.576628
-2635.6426,13,11.576721
-796.96936,7,11.605251
-1041.2521,2,11.605359
-1500.887,9,11.605376
-1042.7303,2,11.605383
-977.18195,4,11.620511
337.75208,46,11.647477
-1042.924,2,11.647547
-2037.0586,8,11.681029
-721.8965,39,11.6811
446.37598,30,11.71437
-1175.9381,8,11.74
-1472.3047,13,11.766953
358.61316,29,11.796411
-803.04535,13,11.814429
-1059.409,3,11.814523
-1787.1113,13,11.814544
2057.2852,58,11.87989
-797.32196,31,11.894701
-1091.9736,6,11.909781
-1364.3477,15,11.922481
-1018.3145,3,11.922568
-1318.01,32,11.986228
-139.40271,21,11.986322
855.4725,43,12.001771
542.1463,36,12.018625
-1832.7617,8,12.018714
-402.72736,34,12.033485
-451.7996,20,12.051315
-1670.4126,43,12.051392
-404.49347,57,12.051409
-1396.461,15,12.051416
-957.6308,8,12.051423
-990.19183,4,12.069855
-1019.98364,2,12.069952
-941.8431,6,12.084816
-2746.5542,18,12.084911
-636.82056,25,12.084928
-994.4203,4,12.111345
-1735.3999,6,12.111683
-1347.6055,3,12.11173
3608.5684,70,12.131457
-1814.3716,30,12.131628
-1029.7057,2,12.146598
-898.4073,6,12.146687
-909.60394,40,12.161234
-962.8445,7,12.191942
-980.17114,3,12.207194
-186.96002,40,12.237899
-1285.9485,15,12.250055
-1207.6345,47,12.267932
-370.44397,56,12.316903
-2331.0286,12,12.316982
326.49847,28,12.343844
-1290.944,5,12.343942
-1044.2172,2,12.343962
-1276.3271,7,12.343969
-1472.6736,16,12.359363
-1085.9731,15,12.373452
-1253.5898,5,12.394555
1621.6509,67,12.394643
-1043.9413,4,12.418165
-925.7678,4,12.418284
-1740.3083,44,12.418304
-1053.3268,15,12.436303
-1036.8499,2,12.436409
-590.225,40,12.450947
-310.99078,29,12.451011
-1036.6095,2,12.475499
354.56476,35,12.493793
-1043.1809,4,12.493895
627.90436,27,12.522026
-1019.3856,2,12.552438
-881.16064,9,12.570758
-2267.961,13,12.57087
-1131.5222,6,12.592728
-814.2264,29,12.606567
-1199.8867,13,12.624394
-9.299255,22,12.624775
794.74274,36,12.642219
-1316.6665,5,12.655515
-1130.3185,6,12.67018
-1583.2816,13,12.684789
-1368.2048,15,12.697986
-1937.2845,7,12.735529
-1466.8538,6,12.749848
-1632.4901,20,12.766363
-1024.2537,2,12.766435
-1730.7498,13,12.766448
-1064.9937,39,12.779393
-66.56415,26,12.794834
145.87714,47,12.806939
-1638.7827,9,12.82514
-3240.75,10,12.825245
1360.72,46,12.825286
-1631.1333,4,12.825303
-1046.0414,2,12.825311
1967.7136,49,12.845409
127.88629,27,12.865911
469.08575,49,12.865978
-1048.4901,5,12.865995
-1031.9264,2,12.866002
-386.02515,29,12.866007
-896.5943,6,12.866013
-2235.4355,16,12.866018
-1039.4858,2,12.894835
-465.0675,26,12.90949
-1018.3932,3,12.909571
671.1254,44,12.924843
-1152.125,21,12.924953
-2710.2102,6,12.924969
-1022.9465,2,12.939896
-1084.9209,3,12.939991
-1015.7282,3,12.980647
-1050.9147,10,12.980716
-931.0832,4,13.000001
-951.64355,5,13.000069
-1535.6858,11,13.016253
-1756.555,9,13.01634
-962.81573,24,13.031321
-852.9042,7,13.069858
837.42566,43,13.069967
-1428.1279,4,13.069987
-1107.8268,13,13.089515
-1339.913,6,13.089587
-1044.2637,2,13.117437
-3011.6719,13,13.152776
528.18695,32,13.152841
-894.66693,5,13.167346
-1044.2637,2,13.183465
17.764404,25,13.183533
47.17926,44,13.183548
-1006.9638,10,13.222031
-1107.7117,4,13.222079
-1011.96814,3,13.222088
440.5985,34,13.254456
-960.3867,5,13.254581
-475.91937,18,13.298355
185.96979,34,13.298444
-2107.13,10,13.298453
-309.57635,29,13.298459
-2788.0366,30,13.31766
-294.9713,23,13.317757
-1942.62,28,13.317774
-593.2389,17,13.331233
-1035.4652,2,13.331306
-2179.5566,6,13.34647
-1287.9485,21,13.346557
-479.04706,22,13.346586
-1044.186,2,13.372673
-2220.8901,8,13.387152
-1191.1278,5,13.402387
2039.7145,80,13.421005
-1048.9004,5,13.436956
