#{"t_start": 1763713037.7761369, "env_id": "None"}
r,l,t
-1597.2081,34,3.240206
-832.2761,6,3.271862
-1067.3888,2,3.271962
-3131.9407,14,3.299498
-2554.582,52,3.299603
-1059.509,2,3.321949
-1021.74695,2,3.322013
-1249.5956,67,3.337696
-1105.0796,3,3.351744
-2684.1047,27,3.390063
-963.0511,2,3.390109
-1306.0604,14,3.39012
-1122.1561,4,3.390127
-2306.6099,32,3.437163
-984.72925,2,3.437292
-942.0171,6,3.43731
-1079.4578,8,3.452802
-1106.0039,3,3.491957
-623.09717,15,3.492007
-2170.2065,30,3.515196
-69.22095,35,3.533685
-1045.5499,8,3.550286
-1047.6604,3,3.55035
-1364.9679,8,3.585458
-1805.0088,10,3.585518
-1390.5947,8,3.60334
-1105.9783,3,3.603416
-1074.7675,5,3.637608
-1086.4325,14,3.653789
877.2721,29,3.67018
326.00665,77,3.69642
-661.73505,63,3.69652
-748.53253,30,3.711714
-1574.0475,15,3.711771
-1468.2638,7,3.711785
-232.91943,106,3.73874
-1339.5946,7,3.738824
372.29584,31,3.758304
-1051.7151,2,3.758362
-854.6523,23,3.773949
1011.6421,49,3.810436
-1449.8302,3,3.832648
-1220.4104,4,3.832744
-2089.8857,8,3.845864
-643.9469,39,3.845938
-1913.3079,19,3.845954
272.08154,90,3.874114
-1688.3118,12,3.874197
-1001.4147,2,3.888585
-1252.1527,10,3.91235
-1124.1992,4,3.912429
-1039.7399,2,3.92684
-1652.9978,11,3.942844
10.59082,49,3.942925
-1010.0631,2,3.942949
-479.1098,22,3.942955
-1488.0574,11,3.958326
-1045.366,2,3.975831
-743.97766,4,3.976202
1553.038,67,3.976236
2116.1216,50,4.011357
-918.6366,27,4.074336
-1205.4276,7,4.074398
-1227.6406,7,4.090679
-1109.9731,21,4.103024
-2051.5671,30,4.128149
-2465.644,5,4.151683
-3805.809,14,4.166784
-257.86145,28,4.182855
-790.3875,33,4.227429
-4571.287,25,4.227515
-4462.2046,17,4.241958
-1028.7188,2,4.257122
-675.6112,24,4.257236
-1524.6039,13,4.292089
-1348.8788,15,4.313149
204.82697,29,4.339803
-1367.6853,10,4.353009
-1191.054,25,4.353096
-1843.5996,13,4.353115
-1651.5247,24,4.372543
-925.1977,3,4.372602
-1253.8655,41,4.387643
-1053.7606,2,4.412327
-308.17566,89,4.433376
-1828.1926,33,4.433436
-922.3772,53,4.447764
-1952.0413,32,4.467478
-907.3685,4,4.467565
-403.60175,22,4.496045
-2645.7852,13,4.496117
-1826.738,32,4.49613
-1663.0669,11,4.510297
-1919.5382,46,4.527191
-1068.0399,3,4.527248
-1418.0176,3,4.543394
-1789.6174,10,4.543546
-1454.2897,7,4.579927
-1655.646,6,4.579994
-1161.3032,8,4.580011
-902.5056,6,4.599078
-62.94812,44,4.599163
-312.76135,20,4.617909
-2133.339,47,4.632078
-1141.8378,4,4.663569
-1056.3818,2,4.663615
-1047.6895,6,4.677035
-1078.9966,42,4.704477
-1564.5758,4,4.728936
65.680115,29,4.729066
-1075.8824,12,4.72908
-1077.3226,5,4.752313
217.31201,25,4.781618
-1053.9152,4,4.802157
-1511.8042,35,4.860509
-984.2298,5,4.860589
-1846.0762,18,4.88441
-370.36957,28,4.884478
-86.03052,25,4.901556
-1049.9584,3,4.915713
-1032.3655,11,4.915796
-1538.6465,20,4.915813
-975.69214,2,4.932469
1206.0442,45,4.932681
-1539.2222,4,4.932709
-1104.8573,3,4.967109
-774.59796,36,4.967164
-1642.8137,15,4.967178
-2165.7944,12,4.991557
-970.0516,51,5.00696
-1035.6401,5,5.007457
-2888.121,31,5.024691
-824.3221,31,5.037692
-1606.1129,9,5.054826
-1843.0879,39,5.070884
-2186.607,25,5.083543
-1235.6206,8,5.083641
-1978.5371,9,5.101581
-2633.0413,41,5.101672
846.80273,45,5.121018
-1830.8354,32,5.121092
-1447.386,15,5.121107
-1326.6455,5,5.135661
-998.25323,14,5.156932
-1458.5767,4,5.157009
-1058.3956,3,5.157025
280.51276,26,5.172294
-1091.591,3,5.187669
-1401.746,10,5.187736
-2801.524,36,5.204695
-704.8696,29,5.204781
-1693.4601,7,5.204813
-1445.7085,5,5.204826
-1547.0793,5,5.204835
-1194.1512,43,5.221018
-1000.33026,2,5.221091
-1127.403,9,5.221121
-971.7519,2,5.241374
-1018.58777,2,5.241437
-3447.6804,7,5.241454
-1128.7219,6,5.283961
-1073.063,2,5.284032
-3141.6982,17,5.303446
-1248.6996,4,5.303514
-357.07227,17,5.303531
-912.24524,3,5.334295
-1493.2606,3,5.354461
-1105.5785,4,5.354582
-1769.6611,10,5.367229
-1562.9088,27,5.367337
-2083.2808,9,5.383041
-1036.4668,6,5.400201
-1054.2281,15,5.411735
-974.0369,3,5.411789
-571.48676,36,5.480819
-2651.8289,17,5.518512
-1998.1235,70,5.518595
-1071.624,15,5.551741
-1997.9963,9,5.56518
-3274.5469,24,5.565244
-3096.9038,34,5.61068
-1075.1921,42,5.625937
-1620.7289,25,5.62603
-849.67755,15,5.644633
-1042.386,3,5.689039
-448.80872,27,5.689112
-1751.9768,9,5.720708
-1378.8569,31,5.735332
-2722.5889,37,5.735446
-1170.1403,46,5.735464
-448.52112,30,5.750607
-1075.7197,2,5.750691
-1075.1772,25,5.776375
-1080.71,4,5.776497
-620.5807,38,5.806309
-1877.6162,19,5.806416
-368.32922,25,5.806431
-3313.5984,30,5.843693
-917.355,4,5.843771
-1899.898,37,5.843806
-2576.198,15,5.88994
-1031.1731,4,5.912886
-535.29553,24,5.926029
-1572.0724,11,5.926099
-2125.3953,10,5.946088
-2035.0719,9,5.960467
-1263.6674,14,5.986997
-986.0066,25,5.987047
-1468.448,5,5.987057
-2751.9653,10,5.987064
-2078.3665,16,5.987069
-1075.329,3,5.987074
-1342.1375,11,6.010133
-1047.904,2,6.024654
-1215.761,39,6.024734
-1150.5962,3,6.04473
-1467.104,3,6.044817
-986.80927,2,6.044842
-897.25397,24,6.061129
-365.88855,40,6.061189
-974.0332,6,6.101233
-1141.3785,4,6.120002
-1519.7069,5,6.120102
-1074.7073,10,6.12012
-908.1488,66,6.135968
-1062.1416,2,6.136067
388.6656,29,6.136084
-973.7979,2,6.151473
-1063.7175,7,6.164438
-1098.3285,2,6.164541
-676.032,19,6.183483
-1910.6658,15,6.183592
-960.4136,4,6.241268
-1942.9467,8,6.257512
-1620.8904,16,6.257615
-913.87787,25,6.282384
-1597.9648,11,6.295284
518.5299,43,6.322403
-1630.6611,9,6.323077
-923.2378,3,6.323117
-849.9263,4,6.341153
-1412.4258,3,6.369262
-2546.13,23,6.387151
-3923.4,56,6.387258
-938.57477,36,6.387276
-1836.4341,6,6.40294
-3389.0867,38,6.403044
-1041.0061,5,6.403065
-1060.9224,2,6.430859
-305.3827,25,6.466692
-2127.6113,30,6.466779
-877.5299,5,6.466796
-1874.685,55,6.466801
-1062.3317,2,6.502473
-918.6233,23,6.502548
-738.1482,31,6.502581
-1519.2699,10,6.502589
-1077.7327,3,6.516229
388.2926,28,6.541226
-1494.3682,11,6.60621
-831.26587,25,6.627589
-1089.2057,13,6.627655
-1222.7864,10,6.661493
-1040.4496,3,6.661574
-1035.2449,2,6.661592
-670.53076,37,6.67939
-1744.207,9,6.679546
-2237.3809,9,6.679561
-1271.9984,13,6.679567
-1043.3882,2,6.698251
-1060.1876,2,6.698323
180.97223,26,6.713186
-1197.4374,7,6.749514
-995.25134,5,6.775434
-989.837,6,6.775509
-615.1876,24,6.835679
-1520.3096,18,6.861802
-1112.1671,30,6.876194
-1520.8728,9,6.876286
-1055.8795,2,6.876306
-2243.4316,11,6.89469
-3222.228,18,6.894773
-1648.2734,9,6.933949
-1446.8927,8,7.002709
-1805.073,8,7.029714
-2144.308,11,7.065419
-1649.4688,11,7.0655
-2030.5842,32,7.065525
-996.7593,3,7.065533
-1922.0085,22,7.088725
-238.54352,30,7.088805
-1031.9003,2,7.111826
-1476.8707,54,7.111893
-1054.5392,2,7.111912
-435.9569,23,7.128159
-2308.7368,21,7.155829
-8198.636,42,7.180082
-887.6542,5,7.205305
-1271.012,63,7.205371
-117.30859,29,7.223426
-969.65314,6,7.223489
-2464.583,24,7.223505
-974.36633,9,7.237398
-1006.5369,6,7.237566
1429.5527,83,7.266481
-1425.7046,3,7.266581
-725.7339,20,7.266599
-1427.4775,8,7.266605
-992.8083,2,7.266626
1422.5681,61,7.281124
-4386.5986,49,7.281183
-899.926,24,7.302777
-2008.8035,5,7.302849
-582.84485,43,7.31576
-1420.4121,3,7.337821
-1368.6417,6,7.380184
-1772.5544,6,7.380281
-1005.3661,2,7.380301
-1813.4894,8,7.380307
-929.95276,5,7.380312
-2123.6433,16,7.399647
-1740.1946,12,7.412417
-2843.853,19,7.43295
-234.93866,28,7.447556
-908.7604,4,7.447649
-2687.7795,11,7.475599
1766.1101,40,7.475668
-1655.4297,15,7.523129
-1721.7385,11,7.5232
-1760.6484,12,7.548799
-1239.5792,9,7.576149
-832.43445,5,7.576232
-945.4774,6,7.57625
-1056.1776,2,7.614882
-1084.0002,2,7.649966
-4404.3506,21,7.675064
-1698.8328,10,7.675161
-1209.112,13,7.689565
-1377.6797,3,7.733409
-825.44446,24,7.755141
-2976.9702,9,7.755237
-89.454834,26,7.776103
-2489.1665,14,7.776187
-2653.9995,31,7.80261
-572.5682,35,7.802708
-1219.9902,21,7.8253
-1034.0854,2,7.825374
-2479.6733,14,7.825387
-1398.3224,9,7.854797
-1184.662,5,7.85489
-1906.827,5,7.880728
-1048.4683,2,7.88084
-1120.4739,16,7.880857
-750.54816,24,7.896965
-2488.5073,4,7.915527
-1509.2216,24,7.915659
-815.3678,6,7.915678
-443.9386,85,7.940068
-1008.04614,5,7.974088
-1112.2427,4,8.002603
-1028.6259,4,8.002687
-1165.7747,29,8.002707
-2690.3418,8,8.002717
-959.06274,3,8.002723
-1231.2656,8,8.019464
141.33923,34,8.044092
-2163.4993,11,8.04417
-1034.0972,2,8.062384
-2004.002,18,8.083271
-1969.4333,9,8.099019
-1080.4163,12,8.099063
-910.0831,5,8.099074
-2976.8833,13,8.13448
-2322.5598,31,8.134547
-1015.80676,3,8.151491
-1947.3217,5,8.151568
-2111.7517,43,8.151597
-806.6712,15,8.170146
-789.51776,15,8.241495
-718.3565,19,8.24156
-936.7497,6,8.241577
-1916.177,12,8.241583
-1855.1715,5,8.241588
-2268.497,15,8.258212
-1011.0929,2,8.27295
-766.94855,32,8.293452
-2477.8022,13,8.293518
-2576.6685,11,8.437198
-159.56793,40,8.437305
-1805.2856,21,8.466193
-5268.6143,30,8.466268
-1099.6001,22,8.485631
23.508545,15,8.501743
-16.527893,119,8.501842
-1027.9775,4,8.535587
-949.75836,2,8.535693
-2063.732,12,8.549896
-1244.2549,13,8.562456
-920.02795,3,8.578721
-1229.6515,9,8.578808
-167.94543,29,8.604559
-1745.8313,14,8.604625
-1761.4202,10,8.637702
-2742.7266,27,8.65168
-2535.1018,19,8.667131
-1572.8037,18,8.684088
-939.7647,4,8.728569
-1233.4473,20,8.728686
-1394.8408,10,8.728721
-1032.5316,2,8.768788
-1212.4678,11,8.76891
-917.7043,21,8.785575
-1313.9099,11,8.785687
-1982.1133,13,8.820277
-1181.1597,53,8.820347
-1937.7404,7,8.853784
-1068.9856,27,8.854001
-1380.0957,37,8.854033
-1033.6152,2,8.854043
-3927.062,20,8.877066
-515.8965,23,8.899052
-838.81775,6,8.899108
-2136.2378,41,8.899122
-1473.8625,17,8.929129
-1026.5255,2,8.92919
-177.10297,37,8.977451
-1159.315,8,9.01963
-1425.6904,7,9.019723
-1423.7762,9,9.019742
-530.0228,26,9.033148
-2479.6956,28,9.033237
-1371.0123,13,9.093368
-1541.4636,5,9.106303
-1085.8707,6,9.122771
-1521.1542,13,9.156234
-814.42896,4,9.156313
-1637.3834,17,9.15633
762.4198,60,9.173903
-1059.4552,2,9.18861
-1400.279,5,9.233094
-1120.5854,5,9.233182
-1783.405,8,9.233197
-1044.8099,4,9.25622
-2139.2617,33,9.256322
-1931.2354,7,9.293893
-4306.425,18,9.293958
-1098.7224,15,9.293973
-978.3468,2,9.293981
-1022.50793,30,9.308819
-1209.7521,5,9.325741
193.94836,66,9.361979
-3404.8708,126,9.462106
-1596.7605,20,9.462179
-1567.8545,37,9.462195
-2135.1777,58,9.476767
-912.38605,14,9.476855
-1240.4127,34,9.476872
-309.0523,38,9.508208
-856.70184,50,9.508352
-852.6832,13,9.508377
-77.48804,103,9.522172
-3650.6729,17,9.536416
-2131.5103,5,9.536479
-2346.7532,5,9.549582
-1313.4208,15,9.56775
-2792.1226,47,9.567818
608.33093,49,9.602295
-1153.7361,4,9.602382
-1388.7893,7,9.614059
-3462.2964,20,9.614141
-3626.4211,38,9.650931
-1307.3508,11,9.651017
-2654.1172,13,9.663723
-1058.7296,3,9.663794
-1455.5828,9,9.663812
-1160.9667,56,9.67819
-1040.8937,8,9.691078
-3727.4497,26,9.705426
-1533.707,17,9.717964
-993.2947,12,9.718029
-1064.5631,5,9.718046
-2323.1567,15,9.729255
-981.3248,6,9.742782
-1030.5901,2,9.758052
-2349.727,12,9.785311
-1983.7961,12,9.785397
-1806.5232,8,9.799373
-1772.6177,7,9.832406
-3310.255,11,9.886473
-1158.5559,7,9.886579
-3392.595,37,9.8866
140.65515,59,9.921321
-1074.065,6,9.921393
-1079.3319,5,9.943398
-834.3557,10,9.943456
-2524.338,23,9.943486
-1371.1836,16,9.971104
-1754.1074,15,9.98589
368.0492,59,10.022618
-2910.364,32,10.050013
-2075.831,28,10.050117
-956.58203,4,10.101719
-1713.7537,26,10.101829
177.6571,38,10.119679
-1636.4629,12,10.119786
-1429.7816,5,10.135652
-2395.8892,12,10.150633
-2358.1213,10,10.150717
-2485.4373,12,10.150731
-1857.7034,26,10.194591
-1052.3865,2,10.194693
-1421.8724,16,10.194712
-2847.7751,33,10.194718
-2695.7048,4,10.215962
-1166.5913,3,10.256259
-1051.2242,3,10.256334
-856.59106,14,10.256364
-1194.8591,6,10.279288
-1309.044,19,10.30643
-4879.7812,61,10.306511
-915.78186,21,10.322654
-1372.0105,5,10.357023
-2858.946,11,10.37092
-1961.9963,60,10.403547
-1392.7728,6,10.403608
-1920.7358,11,10.403637
-1041.434,2,10.403642
-2676.2993,10,10.432397
-1694.0477,18,10.432456
-802.3909,6,10.454691
-1153.4457,3,10.45475
1311.7451,67,10.470036
-1037.5059,2,10.47015
-1039.0803,2,10.470169
-1155.1154,46,10.493565
-716.9133,17,10.520523
-1332.3057,16,10.520648
-1574.2211,6,10.520667
-1473.547,3,10.54131
-964.5895,22,10.541456
-1035.0012,2,10.557007
-1515.9102,41,10.557058
-1992.1353,16,10.591756
-1786.6489,6,10.621588
670.4856,40,10.648787
-2033.4917,6,10.672255
-2007.1782,21,10.672324
-1823.642,6,10.672341
-2574.4714,58,10.723767
-1357.7458,32,10.723984
-538.39636,18,10.740782
-2376.561,6,10.74088
-1244.0122,24,10.760006
-1051.8158,2,10.771771
-1122.161,7,10.771847
-798.9958,18,10.791091
-1104.2865,8,10.806489
-364.23853,23,10.825894
-1129.5189,3,10.825978
-1041.2664,7,10.848374
-1069.5885,2,10.870538
-885.63605,4,10.870718
-2359.9585,45,10.891806
88.77991,24,10.936023
-585.3556,61,10.936135
-1195.6923,4,10.965572
-1031.0664,2,10.965638
-573.8164,25,10.965656
-824.52637,15,10.998653
-1086.7349,3,11.014508
-1367.5828,20,11.025981
-398.2323,20,11.026052
-2779.2236,11,11.052817
-904.51953,5,11.052912
-1541.9976,6,11.067996
-1042.6829,2,11.068075
-881.76953,4,11.083193
-1010.4392,2,11.107033
-1698.1655,11,11.120467
-974.4951,5,11.120547
99.31848,33,11.13607
-876.0073,16,11.150858
-1060.8936,7,11.177047
-2633.0908,35,11.17716
766.3241,68,11.177195
-916.4118,5,11.207494
-1996.0431,9,11.207584
-998.30194,3,11.2076
-1029.2104,3,11.228049
-974.80664,5,11.228125
-936.1733,4,11.24242
-936.4499,25,11.256397
-1506.4888,30,11.272062
-912.1372,4,11.289425
317.97888,57,11.289489
-1115.0387,6,11.310375
-898.6809,5,11.310438
-1535.7314,6,11.310463
-526.61456,40,11.310471
-1421.4535,7,11.324504
-1029.0098,3,11.338582
-1050.5985,3,11.367023
1855.0924,70,11.367113
-1125.9313,23,11.385245
-4196.004,30,11.385358
-1209.0294,16,11.385388
-1827.3684,6,11.406336
1117.075,52,11.406428
-1720.4019,8,11.43281
-316.12158,38,11.432882
-1525.012,36,11.454486
-1557.7413,4,11.5111
22.41211,45,11.525358
-3859.6333,10,11.548601
-404.3559,29,11.54869
-1244.9949,9,11.58507
-2168.5813,10,11.606055
-282.77112,19,11.620091
-890.1188,19,11.620203
-2024.6702,15,11.640725
-1393.7378,5,11.640802
-1494.1313,23,11.65544
-383.77362,25,11.655525
-1496.4989,24,11.655543
-1976.168,17,11.692179
-1183.5916,4,11.718455
1314.5186,69,11.718589
-2401.0972,15,11.764966
-724.1121,26,11.76505
-1357.6831,6,11.791646
-901.7783,4,11.79176
-1282.9602,44,11.81927
-1623.0905,7,11.837153
-733.5866,12,11.837229
669.1863,27,11.837247
-994.9232,34,11.855284
-2771.3398,19,11.855458
-791.52374,14,11.85548
-1085.7079,5,11.876904
688.91235,30,11.876977
-4390.53,13,11.87701
-1140.9679,3,11.912696
-1112.4495,4,11.912762
-1833.154,8,11.912781
-1535.9043,44,11.912787
-1055.1216,2,11.912793
-1689.9738,19,11.933476
-1027.2969,6,11.933657
-875.1929,4,11.957897
-1455.8087,7,11.971628
-1253.4556,33,11.971689
-1036.2799,3,11.991331
-259.44006,24,12.031271
-1023.3393,5,12.044504
-1799.8549,7,12.044586
-1432.832,9,12.05812
-483.8927,41,12.058184
-368.79938,18,12.091265
-1417.0021,4,12.106502
-1340.0596,10,12.118515
-1718.7272,34,12.118589
-4061.2742,14,12.134294
-2290.7322,17,12.134428
-2938.0342,18,12.160815
-2141.5342,14,12.188077
-1676.1139,8,12.188157
-1042.4275,2,12.208173
-1023.24817,4,12.227379
-2008.6458,14,12.227435
-1942.798,9,12.227451
264.4768,26,12.227459
-2077.7883,35,12.242652
-1605.9854,8,12.259276
-975.09216,3,12.277508
-790.35864,22,12.29109
2345.259,105,12.291182
-1721.344,22,12.2912
-2593.3342,15,12.322109
-1352.3088,7,12.342553
-1123.2601,3,12.342664
-925.3308,4,12.358213
-824.37854,14,12.373571
-1055.6598,2,12.3737
-1357.5381,10,12.388611
-286.44055,28,12.388726
-409.16156,33,12.40918
-1956.8325,16,12.409262
-1026.3125,2,12.422876
1811.4512,78,12.422956
-1662.1013,5,12.422974
-1098.457,20,12.446264
-777.391,24,12.446344
-1733.9504,15,12.446363
-2515.8247,7,12.446371
-1037.9591,4,12.461703
-2381.6406,15,12.461811
-1470.1553,3,12.479467
-1000.1307,4,12.4916
-3119.3296,14,12.49167
-1314.013,13,12.491694
-1103.4215,3,12.510939
-1564.5435,14,12.531893
-910.177,4,12.557401
328.51263,23,12.57169
-1488.7632,9,12.593438
-1055.6199,6,12.625813
961.71655,58,12.641521
-3052.7085,15,12.659174
-2254.3464,26,12.659241
-1072.5768,3,12.691509
-1029.7654,2,12.691572
-2423.725,13,12.707208
94.095764,67,12.730913
-1557.027,19,12.731003
-2127.3003,6,12.758068
-1079.3237,6,12.786019
375.4981,28,12.83506
-1736.8923,22,12.835137
-3227.2744,10,12.847394
-802.13354,25,12.847466
1489.7849,42,12.847483
-1081.208,15,12.86189
-1010.43085,3,12.878255
-1450.1957,39,12.878329
-1131.3168,29,12.897924
-1066.7263,3,12.897998
-1302.6425,9,12.898015
-1045.2705,4,12.898023
-1018.32794,5,12.92745
982.1655,36,12.942634
-1422.7601,3,12.942709
-1009.12006,4,12.95869
-513.4811,29,12.971981
-1121.9427,3,12.990903
-2630.7505,33,12.990997
-981.83856,3,12.991014
-1459.4805,13,12.991018
-1058.9891,2,13.025116
-2412.7505,12,13.039657
-3485.6133,29,13.057974
-1972.8501,21,13.058031
-1771.2173,12,13.058046
-1033.4532,4,13.058054
-901.1055,6,13.072903
-1268.7046,5,13.072985
-1330.2019,7,13.073007
-118.3244,40,13.099684
-896.1892,4,13.09975
-1041.3705,2,13.099766
-1040.5469,3,13.133617
1424.2966,47,13.146917
-1831.7043,14,13.160164
-860.9249,3,13.186248
-3181.9023,29,13.186313
-201.11725,39,13.186329
-1948.8799,11,13.241925
-1076.6057,4,13.261909
-1110.5692,4,13.307184
-2234.008,13,13.307325
-2105.821,14,13.30736
-996.2857,3,13.307369
-3089.404,52,13.344538
406.13513,27,13.344644
-1706.4548,18,13.370186
-1842.7694,56,13.370264
-923.68665,41,13.392838
-5375.4814,18,13.414775
-1317.5009,5,13.414834
-1605.1038,16,13.414849
-1083.5262,2,13.447759
-1329.8875,16,13.447842
-772.9617,27,13.46373
-776.5714,23,13.463822
-1084.5116,5,13.463839
-1079.8066,2,13.475548
-539.3894,56,13.505092
-1073.8586,5,13.531172
-2378.581,4,13.531261
-785.7637,13,13.549184
-2022.444,13,13.549252
-755.9094,38,13.549268
-1716.5967,13,13.581848
-2222.7715,13,13.581944
-1023.7583,3,13.581971
-972.56323,29,13.581979
-1015.34467,2,13.617865
-972.5249,2,13.618094
-1523.5354,14,13.640075
-2847.4116,44,13.640146
-944.60583,14,13.65414
-1388.5,5,13.671658
-1459.8066,7,13.671752
-1003.5572,47,13.695452
-1684.1565,37,13.695548
-512.2,34,13.695567
-1647.7766,31,13.744192
-1344.6229,8,13.777312
-1367.3997,23,13.777376
-1442.7358,14,13.79471
-1404.685,37,13.840153
-1800.8851,10,13.866168
-604.89246,23,13.86626
-2197.6875,21,13.891928
-1147.0779,3,13.892002
-1276.2222,26,13.905848
-949.1198,34,13.906213
-969.2476,4,13.925759
-451.62433,30,13.925837
-1496.6761,3,13.939302
-1204.6984,5,13.9833
-1918.097,19,13.98339
-1137.9073,24,13.983407
-1885.1328,22,14.02341
-1079.8374,24,14.044553
-994.2155,2,14.058302
2015.5415,131,14.090263
-2421.5205,28,14.140304
-1808.627,31,14.140377
-1996.4414,13,14.140397
-1517.499,8,14.174626
-2762.5298,15,14.174701
-815.6125,7,14.204824
-1061.0684,33,14.233334
-3638.8965,11,14.233387
-2053.7869,21,14.233401
-496.63245,29,14.258376
-907.9353,3,14.271714
424.76904,23,14.271833
-556.7713,45,14.290758
-684.2361,49,14.290855
-2935.317,9,14.307763
-1002.5996,2,14.328066
-1814.0283,3,14.342615
-2104.818,4,14.342705
-1803.8047,35,14.342726
-2136.5679,13,14.342733
-2290.9805,38,14.355816
819.6053,36,14.355949
-1077.6826,2,14.378004
-2358.2893,6,14.378081
-2138.953,46,14.378099
-1052.2415,2,14.392839
-1050.8584,2,14.408475
-842.69586,29,14.408544
-1023.85645,2,14.42392
-1185.1313,4,14.438471
-1385.0392,7,14.457399
-1025.4219,4,14.484501
-1100.3971,3,14.48458
-924.5326,3,14.507348
-635.0547,34,14.545606
706.6344,43,14.561978
-2279.956,53,14.56208
-1075.401,4,14.562099
-5333.071,15,14.577109
-1875.6221,6,14.59362
