#{"t_start": 1763711140.0213337, "env_id": "None"}
r,l,t
259.393,7,6.056784
223.39093,4,6.056801
2065.04,17,6.06093
20.527771,4,6.067853
361.35803,3,6.06789
239.04056,3,6.07659
723.1001,13,6.081581
492.8661,8,6.085343
6544.5244,64,6.10139
1688.759,12,6.101449
195.46399,6,6.119549
1373.2456,9,6.139684
1056.6307,8,6.143396
372.27075,2,6.146375
4550.072,37,6.160268
915.532,14,6.160349
7963.5537,37,6.175258
4657.056,46,6.182172
1911.6857,10,6.182228
154.64005,25,6.182243
525.28577,3,6.188278
403.6933,2,6.192649
2007.296,48,6.199681
508.09094,3,6.203219
69.87033,5,6.223809
2026.8878,25,6.223888
1517.536,25,6.223907
980.02893,4,6.228241
13109.673,78,6.231873
291.46524,2,6.23193
1753.1232,89,6.235129
1797.7393,67,6.242305
367.536,4,6.250932
2225.0488,97,6.251008
4429.517,48,6.255398
379.2901,36,6.255461
56.77382,4,6.255478
25.255707,10,6.270378
504.99023,3,6.270427
1286.2723,13,6.270439
1176.612,5,6.273737
383.3352,2,6.27685
-51.613037,4,6.282339
-172.95325,6,6.282389
690.5022,8,6.287496
-114.299805,10,6.295479
653.8516,9,6.295555
212.90535,3,6.317717
97.47278,6,6.330008
1147.1254,19,6.330058
268.00272,2,6.348711
1318.3414,14,6.356569
965.584,4,6.360319
3202.4688,17,6.36036
2126.7449,36,6.360371
4522.7646,47,6.367027
1546.0847,10,6.379573
356.52362,32,6.37966
3003.617,81,6.402626
12907.773,45,6.42603
1101.7708,54,6.42616
3077.0024,58,6.43005
8456.635,44,6.430109
2736.9084,21,6.447814
505.5089,5,6.448077
239.2709,39,6.452479
4981.72,39,6.452545
6295.9165,98,6.456281
1083.6826,25,6.456333
1891.8008,32,6.461781
7781.481,134,6.467327
-105.84033,8,6.470897
11126.006,52,6.474413
287.95428,4,6.474518
1009.8749,5,6.480698
405.68134,14,6.480781
499.07428,4,6.490393
1412.4137,9,6.501291
3651.268,22,6.505118
93.59123,2,6.514926
3338.954,20,6.522619
1048.7058,11,6.533019
3354.0173,19,6.55356
3092.8096,29,6.568032
4771.2075,22,6.596641
154.68042,9,6.60252
5294.914,52,6.60257
291.61676,23,6.605414
993.0078,10,6.631877
1850.5383,53,6.638011
4439.933,20,6.638063
3246.6755,22,6.641738
5407.784,63,6.641799
1139.3853,11,6.645031
3534.5225,27,6.648821
1781.0427,9,6.669332
2237.3003,104,6.674765
1072.4744,9,6.679593
1057.7637,4,6.679675
527.2271,6,6.67969
1990.7646,11,6.679698
535.24225,5,6.679705
1786.3462,26,6.682987
1386.905,19,6.686258
580.5215,4,6.701335
4843.773,31,6.701403
346.86917,4,6.701418
2818.734,29,6.706589
996.7074,14,6.710091
1560.1914,19,6.710141
1962.8673,10,6.725051
-76.36752,4,6.739761
499.94522,7,6.739836
1541.2043,59,6.754704
3250.1104,47,6.754764
3001.6694,14,6.757784
1078.0782,12,6.771201
658.7526,15,6.784491
1526.5305,20,6.802825
2590.0413,55,6.80588
179.52002,2,6.812726
519.5061,16,6.826632
1545.1257,16,6.842088
3085.6736,24,6.851245
-90.020996,4,6.853979
328.8208,7,6.856842
7471.0425,40,6.865831
2389.142,37,6.873859
5866.09,36,6.889396
205.86661,4,6.898858
1906.3303,33,6.898937
934.58466,5,6.906502
148.68243,31,6.930555
2018.6328,43,6.934076
4090.2605,49,6.934102
4312.022,88,6.934109
6000.506,37,6.936767
182.63272,2,6.939961
-314.6678,2,6.94453
6010.1772,60,6.944584
1822.0581,11,6.947323
2253.119,17,6.950036
33.522705,4,7.060463
13.109013,2,7.060538
4712.437,37,7.070049
5511.9155,94,7.070118
7156.193,39,7.082392
5107.0015,39,7.082493
872.6532,16,7.094337
979.7568,7,7.094423
59.41157,2,7.094436
26.054443,4,7.107733
1429.8864,24,7.107821
61.963745,12,7.107842
714.8983,3,7.10785
2930.8984,15,7.107855
119.896385,3,7.118625
71.56935,3,7.118708
157.66039,2,7.12939
5560.085,34,7.129469
1117.0079,10,7.139502
324.0882,3,7.13957
-82.497375,3,7.139585
291.07205,2,7.151217
-351.0702,4,7.173167
7795.535,44,7.182984
872.5768,8,7.187878
219.6557,7,7.187939
321.27814,2,7.187955
652.30316,5,7.187961
1541.0504,20,7.200344
2458.7234,20,7.200396
2237.9724,48,7.204104
405.32596,3,7.204155
1080.9849,7,7.20417
311.6322,10,7.204177
2135.0232,12,7.207354
317.36273,2,7.207391
719.5457,4,7.211084
2439.8276,96,7.216112
1112.1438,11,7.227493
271.83618,14,7.227558
288.83615,5,7.227574
4666.3545,32,7.227581
-40.567413,4,7.227586
785.95557,5,7.249562
885.2065,26,7.249626
360.12,3,7.24964
6351.529,94,7.253767
322.31424,3,7.253839
4469.797,49,7.253855
432.82788,10,7.253862
326.74463,2,7.256614
1703.7983,10,7.264763
2420.1577,19,7.280722
2244.7097,15,7.284403
370.9681,2,7.287885
459.12564,6,7.287948
354.5481,5,7.292135
2204.9788,13,7.315486
91.09912,11,7.315541
1677.6432,50,7.315555
2859.777,19,7.329777
203.11633,6,7.349755
243.72249,2,7.354603
960.0315,8,7.354671
1943.0603,34,7.358926
-16.891052,16,7.386559
575.8594,40,7.426019
3001.7852,17,7.426082
1931.1885,21,7.459484
3973.545,30,7.459558
5627.4683,39,7.459574
942.93884,6,7.459579
748.4626,7,7.480736
-474.35696,2,7.498633
238.12689,3,7.515051
6834.2935,23,7.515134
890.8439,11,7.53705
3076.6492,19,7.537118
2661.8352,15,7.566517
1132.5309,7,7.56659
5183.1973,33,7.566604
2666.9792,15,7.566609
511.11115,3,7.566614
1101.6166,8,7.589059
1339.675,11,7.589114
1389.266,30,7.604195
6549.8525,36,7.604261
4850.479,31,7.622736
522.55743,2,7.633884
429.2482,6,7.633961
284.10016,3,7.63398
-260.2338,2,7.663141
-59.139526,9,7.677605
-246.88293,3,7.67766
1402.1385,22,7.677675
1956.008,35,7.677684
909.3375,8,7.698362
416.0667,5,7.698441
6106.7954,144,7.735199
2888.507,14,7.799802
1991.81,7,7.799847
927.9263,15,7.817795
538.79156,8,7.839249
1222.7151,14,7.839293
1370.6597,22,7.855006
388.53787,4,7.922411
2301.244,45,7.922475
29.890015,13,7.92249
1066.3756,17,7.950533
-427.85986,2,7.974446
2086.7646,24,8.00113
428.36166,2,8.019206
890.17505,13,8.070459
1469.2422,7,8.14221
1308.1615,16,8.179084
1439.0172,13,8.195063
3342.5837,35,8.218832
504.3454,43,8.218891
2560.2422,15,8.241634
1535.9508,12,8.266803
3454.3772,20,8.29197
5292.004,30,8.310369
1680.9312,23,8.310453
162.53229,2,8.343569
167.84308,3,8.343676
947.14764,4,8.343695
-342.47842,15,8.381928
5736.747,62,8.403061
4570.4,36,8.403132
794.9729,12,8.437395
7227.462,47,8.472546
186.09486,3,8.496193
1135.983,8,8.496284
895.86945,6,8.51156
2638.839,15,8.511708
462.8464,11,8.547434
4560.7676,44,8.547512
921.94006,8,8.547529
894.01917,4,8.620153
908.61914,21,8.620196
5604.99,63,8.741978
140.27505,4,8.764965
7580.8496,50,8.779999
3328.752,28,8.843172
780.8002,8,8.843234
2010.4263,17,8.866229
1161.3237,16,8.866304
1371.484,35,8.906987
736.7999,3,8.925992
7426.36,70,8.926109
826.0963,6,8.926134
1369.4752,9,8.942416
2269.1475,61,8.942912
2059.426,8,8.942935
399.8681,3,8.978222
156.54083,3,9.034912
501.94662,4,9.053402
324.08643,7,9.053444
-366.7433,3,9.103702
4422.9995,27,9.153447
-49.47278,37,9.153533
593.4595,6,9.170964
978.9437,11,9.191029
3745.0947,30,9.268465
-295.02408,3,9.305516
1619.5911,19,9.357876
445.6444,3,9.381043
1722.417,9,9.381097
1602.9712,18,9.417984
856.2473,10,9.437256
162.62039,3,9.454336
-157.30704,45,9.479912
165.35066,5,9.536051
1460.2163,20,9.560187
814.98157,6,9.584822
328.63568,2,9.584898
1233.2452,6,9.604237
202.1543,3,9.672928
560.0309,3,9.702153
1377.634,22,9.749496
13390.908,66,9.770107
1846.5957,35,9.817955
1144.601,5,9.871553
5387.417,34,9.902375
4790.3325,51,9.902872
1436.156,19,9.902915
238.94153,4,9.92194
613.73267,3,9.940417
2932.6309,90,9.940491
3456.6526,25,9.940509
5802.9453,54,9.966603
1880.7959,29,9.966674
858.21344,7,10.054871
1272.008,13,10.070002
439.401,16,10.091433
1038.913,8,10.121299
910.38654,8,10.121376
1933.2002,11,10.136292
191.965,3,10.159555
1126.1084,12,10.181546
4827.317,31,10.181616
4680.9355,69,10.252751
132.75034,3,10.252825
331.98975,4,10.252844
2195.4453,98,10.270104
1598.8478,7,10.270187
663.1374,22,10.297801
2605.6943,19,10.327403
6855.83,55,10.339627
475.97815,5,10.358804
451.87604,5,10.381112
2321.811,33,10.381191
-165.65002,3,10.395655
712.28503,16,10.417895
1034.8038,21,10.417962
1278.0154,8,10.417981
149.22694,5,10.456811
135.91783,2,10.456851
1432.3795,5,10.46681
345.45697,6,10.595616
3041.854,18,10.6136
1211.4255,12,10.624088
524.96387,2,10.624146
