#{"t_start": 1763751735.3482301, "env_id": "None"}
r,l,t
-373.0692,28,3.789339
-575.79956,29,3.7894
-1024.5674,2,3.83764
-983.2408,3,3.837766
-46.31183,52,3.888798
-777.11993,7,3.925441
695.863,61,3.927272
-915.44116,6,3.987567
-265.3037,42,4.01779
28.276062,57,4.058553
-1111.8252,15,4.11542
-512.7689,28,4.11553
-989.94385,5,4.142981
564.87317,38,4.159118
-330.04883,24,4.159189
-972.0323,5,4.183817
1641.8049,58,4.212256
2728.393,58,4.228151
-1394.2362,5,4.241389
-494.41086,21,4.241456
120.58441,28,4.261207
3977.982,87,4.284841
-872.41705,31,4.300115
-1031.3131,4,4.300181
-903.38495,9,4.300197
-1073.1545,4,4.314792
1154.3319,42,4.314868
-337.26855,20,4.331019
-954.5344,5,4.370035
-1220.7739,17,4.402367
-901.0513,14,4.402427
1897.9714,47,4.402442
1793.8826,74,4.414841
-934.1483,13,4.44315
-1456.3225,9,4.443232
-1713.9161,9,4.443249
-1154.4801,15,4.457178
-1135.1833,9,4.474597
-1025.7631,2,4.474689
-1046.5635,3,4.512408
-915.7288,19,4.512488
-625.1802,14,4.540621
-902.1056,5,4.60647
-1637.6748,27,4.606545
-192.71234,39,4.63591
-2413.4636,11,4.63598
-1629.5416,4,4.662552
1352.648,53,4.662626
-1202.1259,11,4.697275
577.7227,38,4.69734
-2066.0303,10,4.710866
-818.18774,6,4.73068
-1055.2079,16,4.730763
-626.00256,15,4.730781
-657.03503,33,4.747102
-808.37427,11,4.762877
-1272.8552,18,4.762924
-1046.4067,7,4.777594
-996.33997,2,4.793118
331.74878,43,4.812453
-949.00757,5,4.812525
-976.787,3,4.812539
-668.9314,19,4.827978
-1340.9949,3,4.880549
-2646.7808,9,4.897927
-1272.6975,8,4.898015
-22.6781,27,4.898035
-1389.3788,14,4.898042
-1441.4575,11,4.89805
-650.1628,15,4.946815
1037.8613,55,4.983899
-907.1113,7,4.984001
654.3849,35,5.008723
-919.4514,9,5.008806
-1124.2678,5,5.008824
-1340.7383,6,5.043868
254.41125,37,5.069771
-791.27057,9,5.127685
-921.734,17,5.181162
-1168.2217,7,5.220331
-444.21936,13,5.220407
-792.34924,27,5.220423
1533.6995,79,5.220433
-1544.3488,18,5.220438
-1069.7212,3,5.246851
-1083.7482,6,5.264246
-1027.4932,2,5.264497
-911.13727,15,5.264518
3502.3047,77,5.282369
-1031.2811,3,5.282431
-1007.08624,2,5.282445
-1964.2156,13,5.310737
-691.68207,13,5.31081
-1011.1111,3,5.341796
-892.7922,23,5.341866
-1045.6558,3,5.341919
-1701.8577,13,5.367724
-777.32947,15,5.367804
-1870.7637,7,5.367821
657.85815,36,5.401394
-1836.2162,17,5.401495
-1817.898,7,5.419885
-1053.5651,5,5.445884
-1262.7252,4,5.446015
-472.23444,34,5.446045
-1034.8284,3,5.49604
-1517.6501,6,5.4961
-1154.9957,8,5.50732
-1069.1765,2,5.543648
230.23419,38,5.543687
-975.6199,3,5.543697
4126.7065,84,5.543703
-1026.71,2,5.577219
-938.6802,6,5.593741
-477.609,51,5.6086
-1041.813,2,5.608675
-2000.2279,10,5.608692
-787.17993,14,5.636616
-326.49518,22,5.657207
-1388.8872,13,5.657303
-849.5114,5,5.687664
-355.45435,19,5.704045
-877.55707,5,5.716554
58.955994,25,5.74514
-1018.47577,2,5.761636
-943.2996,13,5.78126
-501.9115,27,5.781349
-2059.484,10,5.796914
-654.0641,27,5.796988
-992.8118,5,5.79702
-2185.505,11,5.835332
-2458.6963,13,5.878314
-991.38763,3,5.878387
-1731.7627,6,5.905476
-1195.1411,5,5.905568
1476.1757,46,5.932379
-1077.7538,5,5.93246
-1510.4141,28,5.953712
36.453857,28,5.953787
-3439.0024,36,5.953804
2662.94,60,5.992207
1315.5144,46,5.992457
-940.0122,5,6.013078
-1267.1233,3,6.024993
-1104.3531,11,6.040745
-927.7051,18,6.040785
-1609.2612,24,6.040795
-1010.7161,24,6.040801
-2297.089,5,6.061956
-833.1291,10,6.06204
-1014.80133,8,6.084836
-1130.9655,10,6.084909
-2983.6375,13,6.084926
-1026.8513,4,6.112587
465.25983,37,6.112645
-1308.3822,4,6.112659
-1141.6809,4,6.12976
-1128.6129,8,6.129875
-822.6498,6,6.155814
-2042.1146,9,6.155879
-962.52374,6,6.155895
-1006.398,2,6.180595
-951.344,4,6.180664
-1232.845,14,6.196045
-1717.7406,21,6.196317
-1270.3784,5,6.209725
-1290.6234,14,6.209782
-1110.5417,7,6.223858
-1018.573,2,6.244836
-1770.31,13,6.244894
-1309.8289,4,6.262145
-820.5702,5,6.2622
-1011.55615,5,6.262215
-992.2979,3,6.262221
-902.12225,5,6.283967
-1443.086,14,6.318635
-1553.9033,13,6.341188
-1176.5684,12,6.341243
-985.26373,7,6.369255
-926.36346,6,6.369323
-1564.0355,8,6.387591
-1892.365,35,6.387679
-1579.5054,20,6.387699
-429.98712,38,6.415531
-956.6594,8,6.415621
-1024.5497,2,6.430139
-1017.13477,57,6.443074
-982.6556,3,6.465511
-1297.6447,17,6.465585
-1314.8887,4,6.465603
-922.02325,17,6.465611
-2288.3706,9,6.486859
-1079.2202,5,6.486947
-1386.4241,7,6.506907
-1090.7959,8,6.559204
-1349.4348,3,6.559278
-1208.8767,4,6.559294
-120.556335,19,6.577423
-229.02441,20,6.636517
-1077.9437,9,6.636596
-1579.1667,30,6.671175
-986.2586,11,6.671258
-1037.693,3,6.684682
-864.1875,8,6.698895
-628.4557,15,6.698971
-107.28656,31,6.711539
-971.49133,3,6.727311
-1856.5557,16,6.72737
-313.47858,22,6.727384
-1022.74243,3,6.741409
-1803.1647,28,6.757331
-1028.3752,4,6.778754
-1978.1511,18,6.778852
-988.55884,3,6.77887
-1002.8029,3,6.778877
-880.3926,7,6.778882
1332.1326,37,6.794205
-1087.6654,48,6.794291
-809.6962,24,6.794309
-211.77484,97,6.808848
3073.5151,73,6.808923
-2385.0715,15,6.80894
-937.32666,20,6.842297
-1151.4037,8,6.842373
-1001.0812,3,6.842389
-1658.0505,13,6.855285
-1347.6047,3,6.855347
-1572.7526,5,6.869531
-1060.4902,3,6.869606
-1026.2394,2,6.881451
-1034.1564,3,6.908791
-909.8072,8,6.908867
-925.1649,5,6.908883
-956.74207,8,6.924917
-1386.8291,8,6.94995
-1923.1152,9,6.969902
1.9041138,37,6.969982
-1665.1909,13,6.982593
1011.9157,58,6.98268
-227.55164,26,6.982699
-1093.5007,6,7.000922
-1029.2716,2,7.001014
-651.41327,42,7.00104
-2346.0784,12,7.001051
-3076.5598,19,7.048198
-1035.53,3,7.048251
-766.83655,14,7.048278
-1539.5854,5,7.048284
-1327.9751,4,7.048289
-1048.6914,3,7.062766
-1038.8925,2,7.075806
-985.51227,5,7.075902
-3073.3967,14,7.075919
-1149.6185,20,7.087057
-1257.2837,8,7.152656
931.8354,42,7.180246
-1259.2302,8,7.218366
-1810.0161,10,7.21848
-1933.5989,40,7.251974
56.416443,22,7.279041
-694.70575,18,7.29336
-2364.569,17,7.321586
-978.83594,4,7.334611
-562.04443,15,7.334689
-1450.7258,19,7.350681
-987.20044,3,7.36647
756.0532,45,7.395039
-2055.795,8,7.409026
-1989.3584,5,7.409113
-1325.6145,15,7.43804
-3140.5833,16,7.452649
-958.40857,28,7.452734
-1000.41595,4,7.452754
-2357.551,35,7.46702
-1243.3318,40,7.524238
-756.3497,28,7.524294
1093.665,45,7.524308
-313.19678,25,7.540599
-898.7658,30,7.555189
-1455.1193,13,7.555255
-1036.7703,3,7.585581
-945.91815,10,7.585676
-950.6637,7,7.585697
-1021.1022,2,7.585706
-1025.5729,3,7.585712
-997.78284,2,7.621639
-975.96564,3,7.644398
-2507.9666,11,7.644463
1351.751,47,7.64448
-1035.0184,3,7.686465
161.3067,31,7.68655
-275.04065,47,7.700732
-820.77783,9,7.720054
-1444.127,15,7.736402
-85.1145,45,7.749625
-243.14014,32,7.764625
-1043.462,6,7.779187
-917.3218,4,7.779259
-1058.9509,3,7.779289
-1634.7958,9,7.779296
-1312.2667,13,7.795071
-1093.4836,3,7.79517
1121.696,47,7.808711
-337.81592,15,7.808782
-1041.6549,2,7.808798
-1044.2427,2,7.823338
-878.72064,6,7.864806
-1804.679,5,7.880797
2243.463,68,7.880867
-571.1477,22,7.880881
1132.9216,71,7.898196
-1043.1555,2,7.898263
-1881.8254,10,7.911637
-1037.0938,2,7.911703
-2473.2532,22,7.92535
-1621.0156,3,7.925434
-2004.2336,10,7.995569
-844.9531,6,7.995654
-991.52155,3,7.995669
-2839.4414,13,8.008188
-1284.9016,5,8.033213
-588.1875,15,8.033271
-1037.4279,2,8.033286
-365.25903,25,8.033294
981.221,38,8.050069
-1081.1232,41,8.050127
-1045.1205,5,8.084837
-405.89148,18,8.107906
-1023.92365,2,8.128704
299.8764,27,8.14264
-1176.633,10,8.157551
349.3235,42,8.157624
-554.714,32,8.157641
-1015.81885,2,8.172863
-1392.1477,15,8.172951
-2199.1414,4,8.172963
-1208.8893,8,8.172968
-1598.2516,17,8.185802
-2795.3542,38,8.201317
-951.96515,4,8.219602
-775.43256,13,8.241079
1181.2961,55,8.241246
-1333.6615,5,8.255413
-928.7288,6,8.255479
-1847.2146,29,8.255495
-1020.7524,2,8.268726
-673.4481,17,8.306912
-1291.835,7,8.30705
-1051.6982,4,8.307077
-371.98688,52,8.335412
-2452.044,18,8.335482
-1012.63525,4,8.335504
-1196.8888,5,8.358099
-800.1946,78,8.358168
1150.4443,41,8.371978
-1300.8008,23,8.385204
-1034.6464,4,8.38528
81.415405,29,8.412045
-1363.4055,14,8.412114
-634.11957,18,8.425847
-1141.5522,7,8.425924
-1123.4803,6,8.425942
-2800.2085,37,8.42595
-927.01013,4,8.440251
-1033.429,7,8.485705
-857.53284,8,8.486144
-1572.0447,11,8.519002
-1247.2072,8,8.534281
-1699.5403,22,8.534334
-992.3074,3,8.534362
-3174.173,22,8.534368
-1658.0983,5,8.560508
-1880.4163,9,8.575127
-982.40564,4,8.575235
-1023.12744,11,8.588807
-1155.9297,5,8.610154
-1147.5607,22,8.634791
-1026.2561,3,8.634859
-1713.9353,6,8.634875
-1048.1335,2,8.676244
-614.1741,39,8.690081
-1561.4111,47,8.690148
-1068.3778,9,8.690177
-1078.5209,4,8.703536
-1128.15,5,8.703614
212.74152,41,8.703631
-1031.4454,2,8.703639
-2031.2626,9,8.723591
459.5484,30,8.748407
-1160.5508,20,8.748464
-1384.9968,3,8.74848
-962.46704,4,8.748486
-3832.6968,26,8.762603
-957.6668,6,8.787595
-1009.44183,37,8.804692
-1176.6748,4,8.804955
237.04657,36,8.804999
-2323.653,7,8.805011
-1348.8993,25,8.805016
-1207.2517,14,8.80502
-1172.1848,31,8.82045
-1034.6505,2,8.820543
-1539.4917,6,8.846551
-1043.0461,2,8.846629
-1011.4648,10,8.846647
-1535.8385,20,8.861129
-2710.927,10,8.861193
-987.67664,4,8.871857
-737.9068,29,8.888834
-1864.6246,5,8.888928
-985.5608,5,8.900478
339.18878,31,9.023877
-1986.9764,6,9.036356
-1006.2092,3,9.036455
-1009.581,5,9.060062
-223.14655,39,9.060151
-935.4702,4,9.070807
-1632.093,18,9.070876
-1785.4424,10,9.093256
-1507.3956,9,9.107341
-1589.2046,16,9.107411
-993.60876,5,9.120926
-467.22418,44,9.121007
-2107.79,8,9.151452
-990.0533,4,9.151518
-705.04504,14,9.166906
-1271.1324,7,9.166973
-2232.4658,11,9.166991
-786.98505,18,9.194008
-898.245,6,9.208698
-1954.0732,23,9.208785
-713.3191,20,9.222692
-1481.0444,10,9.247531
-2797.0586,22,9.247612
-424.86108,63,9.263016
-1072.4058,7,9.263071
-2733.4014,15,9.263097
-659.7169,36,9.263103
-800.4802,14,9.279463
-1036.5839,2,9.295402
-1027.2273,2,9.295472
-2060.0527,12,9.295486
-1026.742,2,9.320397
-1514.7961,12,9.320477
-1656.4568,8,9.320493
-1363.4448,3,9.320501
-1613.9103,12,9.335035
-994.01135,3,9.37287
721.48663,37,9.387628
-1002.8706,4,9.407377
-1865.0867,10,9.418505
-1077.2483,4,9.442597
-1855.9314,11,9.442677
93.76532,25,9.442694
-1505.2344,13,9.457834
-1290.1447,5,9.469382
-1242.9022,9,9.469449
-744.63983,24,9.469465
-1182.0386,13,9.499146
-1941.7332,19,9.514252
-1126.2272,5,9.542081
-1017.2608,7,9.542141
-179.9768,23,9.542155
348.57263,45,9.555946
-575.4058,41,9.569431
-2187.202,9,9.569492
-1797.8823,9,9.590312
-974.6444,3,9.590388
-1058.8125,4,9.602903
-2132.7234,12,9.628852
-1265.1638,13,9.629127
1538.7886,46,9.6676
-1582.3013,5,9.68259
161.74786,32,9.696579
-262.68176,26,9.724239
-994.7798,11,9.754646
-938.4412,14,9.754745
-599.4081,13,9.768008
-480.34747,32,9.785146
-763.7257,20,9.808984
-1278.0852,13,9.823813
-1551.2859,16,9.837887
-928.9224,5,9.838171
-975.6729,5,9.855392
298.1643,35,9.873849
-218.41968,17,9.885825
-1050.1743,27,9.885888
-1885.6228,9,9.931062
37.387573,34,9.931116
-1261.9943,24,9.931129
-2761.8962,15,9.931135
-1516.8074,5,9.959562
-1315.6749,3,9.974032
1390.5732,54,9.989312
-1456.7026,10,9.989388
-446.9834,22,10.004256
3643.833,84,10.040565
941.71106,64,10.05575
-919.7335,13,10.056033
943.1436,53,10.069472
-331.72876,22,10.102708
-685.10205,16,10.117279
-2423.784,12,10.117346
666.5268,43,10.132517
859.4708,41,10.149143
203.05933,22,10.149207
-776.2255,27,10.149224
-2048.8862,9,10.149231
-1041.5566,3,10.164334
-978.88055,3,10.164646
2331.7585,66,10.164703
-735.4782,8,10.195262
-1272.6471,13,10.195353
-1015.2146,2,10.195375
-1126.7515,6,10.195383
-1352.385,3,10.19539
-1360.2479,4,10.22467
-1643.9861,6,10.224751
1013.5358,37,10.253534
-1829.1033,4,10.253613
-998.61945,6,10.287904
-1201.5499,6,10.323772
-1024.9368,4,10.323855
32.26825,28,10.323872
-101.50946,23,10.345979
-692.584,49,10.346075
-1515.8029,12,10.346097
-1872.7021,10,10.358112
-1490.2379,3,10.37168
-1046.4763,3,10.371785
-1551.5364,4,10.407397
-1005.9395,22,10.407491
-1090.4125,17,10.42448
-1015.34985,3,10.424585
-1077.4536,14,10.424604
-1908.6484,8,10.466162
-1451.8024,19,10.466235
289.82806,34,10.493411
-366.56604,36,10.493469
-965.6939,4,10.519934
-1730.497,8,10.520004
-2006.437,13,10.520022
-1448.2866,20,10.536716
-1328.1631,4,10.554297
-67.96655,43,10.604451
-102.44098,37,10.629662
414.3744,41,10.641955
-793.6383,23,10.656493
-1043.6293,3,10.677939
-1610.3176,10,10.691875
-236.93372,32,10.707492
-1485.1123,11,10.707569
-1147.9865,12,10.722487
-1248.5261,36,10.722562
-1654.3369,5,10.722598
-304.85785,57,10.744166
-5421.6387,20,10.744245
-2525.0984,24,10.756145
1738.7292,63,10.809974
-2628.2927,6,10.810059
-680.7864,30,10.82423
1010.51495,49,10.824322
-1035.4316,2,10.837144
-1531.0254,15,10.837211
-1658.0944,9,10.873531
64.00049,39,10.87362
-1032.1697,3,10.892008
-601.52734,23,10.92031
-1618.9965,6,10.920406
339.10443,33,10.920425
-3659.5623,16,10.941782
-3044.3188,14,10.941851
-1228.7146,12,10.941869
-1029.5105,2,10.956729
-1031.9188,2,10.970001
-2036.1694,9,10.970077
-1032.8059,3,10.989246
-3141.3477,8,11.013883
-1134.6151,9,11.02767
-1445.2811,8,11.027772
296.41235,38,11.027795
-527.92426,13,11.027807
-973.5444,3,11.027815
-1829.5955,12,11.040586
-955.7999,2,11.053428
-652.5936,22,11.053482
-1680.24,9,11.075478
-1597.8646,22,11.075552
-1042.6909,3,11.075583
-2248.5215,38,11.07559
-1157.1019,8,11.075595
160.45514,43,11.10332
-898.7221,8,11.103398
-850.72974,5,11.124293
-1020.5392,2,11.137815
-1151.2915,37,11.137911
-1354.8667,8,11.137934
-1023.66943,5,11.156435
-1029.7148,2,11.177444
-1119.6298,6,11.177506
-1185.5739,14,11.190429
-1028.873,3,11.190493
-1044.2145,2,11.206336
-1922.3171,5,11.206433
-2482.1445,10,11.228906
-573.62463,35,11.228979
-2683.4314,34,11.228993
-940.1962,5,11.240769
76.773254,32,11.256007
-1707.8785,14,11.256112
-2339.8691,7,11.256136
-992.4233,3,11.27354
-1119.9756,6,11.273609
-2384.9697,12,11.273627
-890.63104,5,11.273635
-1767.9778,4,11.291225
-2313.9688,16,11.291303
-934.7642,4,11.322652
-1349.697,8,11.322782
-517.1571,16,11.344928
-863.51355,6,11.374709
500.92773,54,11.374785
2832.5645,65,11.392776
-1085.7897,12,11.412538
-2192.8506,11,11.455939
-1024.5969,12,11.474861
-1902.5723,14,11.488075
-1361.1191,7,11.488142
-1404.3802,7,11.507731
-394.70398,32,11.52184
-77.904724,28,11.521903
-1559.351,8,11.5448
-2640.954,18,11.544862
-1455.3774,3,11.544877
-1038.8501,2,11.558318
-1044.2635,2,11.578102
-1183.4744,12,11.578173
-912.36316,15,11.589971
-725.10333,21,11.608668
-886.0771,6,11.675607
-1662.9447,9,11.694205
-1359.5967,38,11.707824
-1491.4307,26,11.736311
-928.6088,15,11.736369
-1057.5878,3,11.736398
-1791.9993,28,11.757718
-1020.3488,3,11.7578
1198.0679,39,11.770834
-1043.1206,3,11.819516
-1047.9352,35,11.819585
-736.1017,19,11.854968
426.7685,31,11.855044
-744.8733,34,11.868221
-120.99921,23,11.884767
-1194.4333,19,11.913095
-1024.0997,4,11.913166
-1292.5526,5,11.929611
-1679.5632,11,11.929698
-980.86395,8,11.940461
-1463.6095,21,11.954851
-97.980286,25,11.994526
-1076.8237,2,11.994616
-1458.7101,9,12.008191
-1999.5298,18,12.019651
-876.9197,29,12.019715
-1268.7041,13,12.019731
-2160.4285,6,12.019739
1253.8467,81,12.036863
-1038.794,2,12.069667
302.01312,64,12.08942
675.51074,47,12.112902
-1369.259,14,12.112966
-1038.6244,2,12.12603
-3757.928,26,12.13928
3336.2837,75,12.173984
-2074.3704,10,12.188964
-1724.7736,16,12.189045
-2590.2693,13,12.205518
-1767.8455,5,12.205601
-1044.2635,2,12.205619
-799.8248,13,12.221027
-30.881287,44,12.242194
-1662.7932,10,12.242326
-984.2713,3,12.258179
-1117.8087,9,12.258258
-50.37982,23,12.285661
-1428.4542,4,12.285737
-455.3954,20,12.32268
-966.8832,5,12.342004
2502.5642,68,12.342139
-690.0079,20,12.356854
-367.7422,28,12.375343
-964.7221,10,12.375385
-709.2561,14,12.375393
478.1482,50,12.394744
-1721.1394,19,12.421645
-544.85583,14,12.471215
-1005.0312,5,12.471259
-2770.464,12,12.491652
1531.0427,63,12.50286
-1253.6053,14,12.523613
-979.9471,3,12.5237
-844.70807,5,12.558692
-1022.09607,3,12.558758
-2170.933,52,12.594075
-1033.6803,11,12.608938
-1240.3958,6,12.623752
-64.908264,25,12.623813
-988.86255,4,12.623841
-1104.1326,15,12.623847
1147.7451,37,12.64003
-1033.5361,3,12.659831
-574.1168,25,12.659904
-1460.7708,6,12.65992
-1193.6421,22,12.72372
1189.551,59,12.723825
1307.6826,44,12.757624
-567.92096,27,12.778133
547.0081,35,12.778196
-1759.2034,8,12.79419
-1719.1816,27,12.79423
-939.31067,4,12.79424
-1404.7467,12,12.794245
-2003.3827,12,12.823967
-1597.5784,4,12.837103
-1218.1248,13,12.837173
-1123.8687,4,12.857278
1168.7869,36,12.857342
-884.5864,21,12.872774
-1084.3729,4,12.887956
-4796.8276,16,12.888041
-1969.7913,15,12.905026
-892.6988,6,12.941907
-1100.8103,10,12.95892
-1292.2566,4,12.959011
-2753.8164,21,12.974658
-647.26697,29,12.974744
-854.18176,5,12.994335
-1851.4346,7,12.994404
1385.501,38,13.007419
-2218.9912,8,13.028847
-1228.1351,7,13.063891
1419.7249,52,13.063966
-1495.1693,7,13.090402
-1009.44025,17,13.090461
-969.1435,21,13.090475
-1039.033,2,13.110811
-181.64404,82,13.110855
-1415.0039,6,13.110866
-379.08752,16,13.135414
-894.96625,45,13.147573
-1616.5023,31,13.175521
-1661.404,6,13.187855
479.3078,24,13.213397
1527.6858,75,13.213452
-1330.8225,4,13.2396
-1365.8025,17,13.258923
-1260.8813,5,13.292032
-881.141,18,13.2924
-1597.5592,17,13.308344
-234.32697,18,13.337362
-3915.505,29,13.350781
992.05035,60,13.350852
-1031.2288,4,13.350869
-1152.9595,23,13.364764
-1050.5958,5,13.364851
-1533.4365,4,13.36487
-350.87885,17,13.364877
-1062.1814,3,13.394116
-836.12195,18,13.394392
-1064.0023,4,13.431279
-1490.6367,12,13.449864
-858.86786,6,13.449924
-1803.8677,21,13.449939
-1144.6099,6,13.449944
-1325.7686,5,13.44995
-867.8129,5,13.47741
-920.65546,6,13.490832
-1027.7906,2,13.507709
-1314.865,4,13.507813
-1384.9556,18,13.523302
-1815.1079,24,13.597603
-842.22723,6,13.616035
-645.2185,31,13.616194
-182.16443,38,13.629575
491.8484,31,13.646114
-2242.8694,12,13.646172
-1002.92554,4,13.682388
-1509.4473,14,13.697041
1087.3965,56,13.710815
19.910217,37,13.710881
-823.66144,7,13.738782
-1388.8658,57,13.738859
1099.3784,38,13.754779
1927.862,53,13.754858
-1045.0952,2,13.768023
-1353.8584,15,13.768093
879.22064,66,13.768107
-414.61554,36,13.781602
-1156.9285,9,13.781676
-2476.0347,9,13.793635
-7.4109497,27,13.805915
92.59076,23,13.820369
-884.3119,6,13.820445
-1593.3127,11,13.820461
-1221.2021,10,13.820468
-852.2765,6,13.835073
-1695.3613,10,13.835137
-892.7255,6,13.861643
1762.3876,49,13.887749
-1628.1548,7,13.887838
-1165.255,6,13.887855
-200.85059,32,13.912904
-1757.0776,4,13.912992
-1278.1953,5,13.91301
-1020.10236,2,13.926206
-1719.2056,13,13.926284
-1032.6012,3,13.958666
-992.54376,3,13.973223
-1728.8694,4,13.973288
-2203.9082,8,13.994752
-613.12134,33,14.009901
-1416.7834,10,14.010152
-741.96484,6,14.010185
-800.9456,15,14.010195
-946.81946,10,14.010201
-2428.8403,29,14.027345
-886.5251,25,14.047839
-1037.1959,2,14.047938
-2605.7786,13,14.062103
-941.1024,3,14.06217
-1721.6279,5,14.062186
-651.91534,21,14.062192
-2087.8145,10,14.091919
-1025.5404,2,14.092008
-190.2489,19,14.10658
-1597.021,5,14.120855
-2077.4573,7,14.120919
-1260.5593,4,14.120934
-1044.2115,2,14.12094
-1966.3652,10,14.160263
-2169.4604,17,14.160321
-877.33307,7,14.160337
559.13275,42,14.191044
-1137.6187,6,14.19112
-2202.6426,12,14.191144
-1563.8217,4,14.222997
-1008.4852,5,14.238651
-998.8395,3,14.238722
916.8292,50,14.25791
-518.7882,28,14.257988
-2028.843,13,14.25802
-1496.2871,5,14.269687
-1306.3652,20,14.282026
-1364.7422,3,14.294811
-1269.7482,10,14.310639
-779.6913,13,14.31075
-951.7841,8,14.310771
-949.59204,6,14.333488
-1008.6286,5,14.333594
-1044.2635,2,14.346686
1739.3372,63,14.363658
