#{"t_start": 1763712042.3587961, "env_id": "None"}
r,l,t
1016.64343,25,7.326614
-574.089,11,7.330595
603.354,17,7.330657
330.38162,3,7.361373
-162.18051,7,7.406351
934.8757,17,7.406476
26.597204,9,7.442827
1777.8916,26,7.442918
3397.3428,103,7.46403
1754.7101,33,7.464167
128.9276,2,7.486836
510.81873,21,7.486878
1710.7635,48,7.486887
-833.8916,5,7.486896
-743.6905,5,7.518369
130.8231,3,7.535388
3505.9263,59,7.556284
1775.0569,46,7.556345
112.86644,5,7.55636
497.22388,11,7.556367
139.83643,8,7.572302
78.13044,2,7.593543
135.62762,3,7.593584
484.3907,34,7.593593
369.32474,12,7.593599
-477.07806,7,7.616123
537.7396,11,7.616326
1044.8651,18,7.663689
86.60721,2,7.663998
385.28476,5,7.664116
98.08179,5,7.684217
238.28177,4,7.703594
239.19543,5,7.704101
904.0667,17,7.723895
-421.62134,23,7.745727
124.68721,2,7.774911
103.267975,4,7.792577
1034.0911,24,7.792696
461.42163,12,7.792713
38.855934,3,7.825703
1029.391,20,7.825862
-1045.7339,2,7.825951
463.51416,10,7.84784
1526.5464,25,7.848102
-11.656369,2,7.872331
24.544235,4,7.901301
-100.79828,20,7.901439
1344.784,15,7.927264
27.435669,20,7.927309
4470.042,61,7.965576
336.63336,6,8.011463
1095.8513,22,8.011642
482.28336,18,8.035061
123.168785,2,8.057857
3283.4478,50,8.05791
437.2248,9,8.102479
-538.9364,15,8.137437
1741.0934,26,8.153255
940.44775,48,8.153298
829.5755,20,8.153308
164.76956,2,8.168587
106.30255,2,8.189205
154.3776,2,8.189495
102.95355,5,8.247428
1775.53,23,8.27454
1545.5847,23,8.337779
1876.0156,34,8.337945
1095.0464,20,8.349421
939.442,22,8.349467
199.72208,6,8.431337
47.65918,6,8.455481
728.5863,24,8.46117
754.9107,20,8.461393
150.4404,2,8.461464
1106.0172,28,8.494413
128.1077,4,8.513932
1398.3492,28,8.525356
-541.0039,7,8.554965
3047.8442,54,8.571113
4360.87,62,8.592203
4251.5884,45,8.592259
733.1337,9,8.613368
520.0039,25,8.628872
-320.37634,9,8.662277
-493.90344,10,8.691837
-711.7296,7,8.713643
412.72894,8,8.727287
2382.432,63,8.727714
42.324707,25,8.750147
5288.712,71,8.767645
121.5081,11,8.767816
2352.8843,53,8.767909
80.8222,2,8.798828
264.7644,4,8.798989
40.286377,15,8.799078
542.1113,11,8.79916
203.49783,4,8.836746
458.60056,8,8.854016
3195.9072,80,8.917617
330.53,9,8.917774
146.01393,12,8.94709
969.8339,15,8.965319
72.94724,2,8.965458
318.52127,9,8.965544
1626.2653,31,9.000683
88.01106,2,9.000863
-2.3289633,4,9.00096
5930.9634,75,9.00105
784.0459,13,9.044793
568.9962,13,9.044946
433.86813,15,9.083254
-1167.2029,9,9.118284
731.32855,14,9.118369
477.66132,7,9.138505
1247.521,46,9.146451
-5.1979675,6,9.146532
3301.1445,51,9.164035
34.64157,3,9.164109
-22.59109,4,9.183993
6.7227497,6,9.184064
3797.6191,77,9.213542
-477.745,56,9.223283
871.47504,12,9.248627
225.00298,5,9.265781
-848.47705,5,9.265845
-911.7769,3,9.297344
1329.1469,18,9.309915
659.8169,19,9.332111
-418.6657,7,9.346198
1.0460262,3,9.346276
838.68475,22,9.346291
539.32294,12,9.360432
4961.4844,67,9.360512
986.02637,15,9.382548
38.53283,3,9.382631
12.126789,8,9.406266
3047.588,70,9.406334
91.950165,5,9.450713
1817.2448,47,9.471747
1080.2275,35,9.471822
-170.14859,6,9.605831
-922.4242,3,9.629391
4482.5947,121,9.629562
562.7665,10,9.648038
825.4618,33,9.660037
-567.31433,13,9.711754
688.394,19,9.711793
-854.53735,4,9.74518
4130.135,50,9.767543
3123.8076,90,9.767685
220.96368,7,9.767774
103.84444,3,9.820327
-901.6508,6,9.844839
295.74377,21,9.863141
1986.5338,66,9.863487
-312.286,19,9.880033
997.6346,19,9.922062
268.2481,4,9.948222
1097.489,20,9.984985
406.63,19,9.985045
244.79288,8,10.00505
975.26337,15,10.057518
227.23343,9,10.057668
-1534.827,8,10.057756
3950.583,42,10.074072
1540.6168,44,10.080969
-706.3146,8,10.120112
181.5083,8,10.120921
545.1356,11,10.139229
167.34027,6,10.153927
914.33923,22,10.154108
367.95358,5,10.179291
15.654404,7,10.179453
278.9995,5,10.244014
519.4889,10,10.244348
2793.2761,43,10.267506
185.07794,4,10.267711
1965.754,54,10.288019
2119.1687,51,10.312835
2997.0913,83,10.336045
1952.7719,28,10.336204
395.39572,8,10.336313
107.27214,2,10.353508
236.56203,5,10.353576
-798.5011,11,10.353587
1896.9003,44,10.377528
634.64087,23,10.460934
242.67003,5,10.479899
146.89726,14,10.479995
5784.2827,71,10.480019
155.11269,9,10.480035
440.5791,11,10.502862
2360.915,47,10.580758
-802.43726,5,10.595292
181.87198,7,10.625193
787.4421,18,10.625277
585.7859,15,10.648365
381.05078,30,10.689343
267.93423,5,10.706476
794.2723,17,10.70657
980.5771,19,10.730802
842.60547,38,10.730888
362.01117,7,10.761573
283.05896,5,10.797337
857.05756,10,10.827989
2419.561,60,10.845263
1097.3204,14,10.929828
236.94096,6,10.943099
954.51996,27,10.983663
3584.7249,58,10.983726
1776.6205,34,10.983741
1424.8372,17,11.004791
1546.7156,35,11.032061
-47.089558,17,11.032192
101.50194,5,11.081683
1720.4823,29,11.11352
-203.13043,9,11.113591
4277.9097,47,11.180679
230.50665,6,11.205258
-164.80466,5,11.227762
-95.45883,5,11.22789
5447.3916,89,11.245265
2885.9434,41,11.262062
457.4152,5,11.280866
-427.92255,15,11.280979
67.4208,4,11.304602
820.93884,18,11.352518
-714.2834,8,11.352581
4788.853,61,11.352597
1106.3549,46,11.352605
328.6818,4,11.352611
1962.3325,31,11.372758
78.15957,4,11.43329
5383.3794,98,11.433709
2885.4307,56,11.433798
805.6727,12,11.459409
3823.7856,68,11.459673
214.0095,9,11.483657
15.576782,23,11.4837
500.72028,24,11.506136
131.667,3,11.506669
316.03757,8,11.527096
289.32043,9,11.550307
34.037457,3,11.550699
302.09662,9,11.570349
110.02517,5,11.572461
157.14668,3,11.62516
566.6635,6,11.646433
372.35907,9,11.705052
-516.5993,11,11.705371
189.72069,4,11.721523
221.61742,9,11.741529
96.18727,3,11.76744
-90.754036,13,11.811071
7.0538483,6,11.837024
254.20892,5,11.874553
263.23096,7,11.904008
945.7975,23,11.996722
5571.967,70,12.055866
1107.9963,21,12.056089
1977.791,38,12.078092
-584.2234,8,12.078277
102.48136,2,12.099975
71.83647,8,12.100212
4346.9834,68,12.114071
6296.218,82,12.13533
4816.429,117,12.1601
2133.385,60,12.203389
103.12708,6,12.203825
565.0115,38,12.203941
1693.4658,39,12.232451
-968.94965,6,12.232662
136.6385,2,12.258938
1046.1809,25,12.29444
693.65424,13,12.294495
-907.7759,2,12.349987
87.093475,2,12.402611
868.43024,13,12.427272
224.95212,8,12.427471
491.27014,53,12.445918
-178.80457,17,12.445997
1040.4059,28,12.479499
61.779366,3,12.499327
-759.1204,6,12.556435
375.14297,16,12.556588
3247.2515,42,12.556746
-977.2562,8,12.556908
1165.0005,23,12.584387
22.859009,20,12.584549
1517.128,24,12.615563
1219.076,20,12.653986
132.37177,4,12.654104
4505.5293,87,12.678798
571.574,10,12.702053
-739.2522,7,12.702116
-585.8518,7,12.714495
775.1503,23,12.714628
38.441616,3,12.714657
1600.0358,22,12.744676
237.94594,17,12.744732
-1249.8478,7,12.744746
682.704,9,12.744764
163.22693,4,12.762153
280.47794,8,12.78569
181.22336,2,12.785766
2182.9707,71,12.816016
211.20328,4,12.837552
4096.109,87,12.837597
-1358.9568,7,12.856719
1472.5593,33,12.857216
-775.3013,6,12.893512
-446.6175,3,12.893624
-462.48618,8,12.924954
-445.3949,10,12.925
952.371,25,12.925011
-747.9282,6,12.943272
318.53506,8,12.963459
563.9663,21,12.984439
-521.9829,14,13.00634
216.0583,4,13.006447
-223.20706,3,13.051462
319.96472,11,13.051518
1273.0762,19,13.074905
224.22017,9,13.074962
3377.6807,70,13.07497
206.3026,7,13.097289
-156.33914,8,13.127063
174.39183,4,13.127156
1887.7588,34,13.153902
265.6089,4,13.153951
4400.749,80,13.153961
-658.6229,6,13.191053
155.70566,6,13.19118
-934.85693,4,13.211269
123.0701,2,13.225513
1499.2932,34,13.225603
834.8679,14,13.263759
255.87505,6,13.263837
419.8332,10,13.28769
98.65175,4,13.287797
4138.4937,71,13.319829
136.8725,4,13.31989
196.33453,3,13.339899
354.18274,5,13.423725
-191.16664,21,13.466735
1368.1085,35,13.504804
404.313,32,13.504876
324.95355,10,13.504895
497.60107,35,13.565311
2023.9473,46,13.565377
208.7622,5,13.607988
1415.8167,33,13.60805
2922.67,67,13.633157
-15.083929,3,13.63326
1185.9531,16,13.654147
-16.312515,4,13.654237
842.1474,11,13.654251
3517.6199,105,13.675396
76.974464,4,13.701643
-361.6787,4,13.73235
340.4472,10,13.732411
1032.091,25,13.77851
1503.5392,29,13.778595
168.9754,5,13.804982
422.89328,7,13.823654
53.21308,8,13.847158
758.07837,15,13.847204
105.0524,3,13.847215
80.6548,2,13.887605
376.34393,11,13.887685
125.89433,4,13.887708
937.09564,27,13.92423
1112.6802,31,13.942184
-57.43537,6,13.955241
169.37553,4,13.955325
6731.5913,154,13.955341
201.21472,17,13.9831
-1546.4922,11,14.051668
-193.86627,17,14.070386
138.60263,9,14.070482
1050.1561,47,14.142807
393.85748,20,14.14287
4695.2065,68,14.180586
116.253105,3,14.227543
43.191566,3,14.247765
908.3287,12,14.247867
3588.488,65,14.270763
4639.281,67,14.330044
178.63533,4,14.353862
185.99,6,14.381911
1763.3444,33,14.382032
20.943314,14,14.382061
-769.7187,10,14.382069
204.2604,2,14.400318
205.5631,7,14.400427
3081.3987,57,14.428483
-180.62422,4,14.460979
-274.77048,3,14.46106
3377.371,75,14.505253
36.148857,5,14.546875
2168.6152,33,14.558958
123.399025,2,14.58187
421.09213,13,14.614999
3673.2817,54,14.615073
318.8433,7,14.615094
4197.3887,65,14.655898
245.80182,3,14.686198
1400.5433,23,14.686275
2545.1309,45,14.702266
-1389.1139,19,14.702348
1281.098,17,14.730997
3984.476,39,14.73103
48.90582,3,14.751259
33.176765,3,14.769524
46.729065,2,14.769655
3837.2744,79,14.798449
328.9491,4,14.82256
1089.4008,44,14.855094
-742.57996,7,14.855339
1654.2427,25,14.87584
1213.8615,41,14.902977
107.37347,2,14.903152
570.3442,16,14.903246
115.51605,6,14.94437
-879.32776,4,14.944675
101.084114,3,14.944701
414.0531,26,14.992738
835.5571,17,14.992872
364.67307,9,14.992965
46.4038,5,15.010832
59.357086,6,15.031594
2413.051,63,15.056979
350.45462,6,15.075286
251.16647,5,15.092867
2974.463,63,15.146447
1675.4069,26,15.176855
407.64923,37,15.176918
314.548,4,15.176931
907.42926,24,15.205062
2388.542,60,15.230605
83.94043,9,15.242564
75.34882,3,15.242673
2531.502,62,15.263655
264.2907,5,15.285332
-403.36606,6,15.30963
574.79944,8,15.326814
79.41156,6,15.326899
933.567,20,15.326916
-630.7876,5,15.344858
180.72568,5,15.34493
531.79846,17,15.34494
130.08177,5,15.37044
20.776295,2,15.401194
-995.4962,2,15.448896
-913.2782,4,15.448963
982.3763,52,15.467887
2032.0757,33,15.467971
285.05548,33,15.48722
403.14282,7,15.517238
226.57466,3,15.53446
236.95062,5,15.565259
2144.7046,45,15.565331
961.0531,37,15.588291
287.43716,13,15.588364
1998.827,76,15.588378
278.3364,6,15.588384
401.37027,5,15.62203
1726.691,31,15.622106
-923.4969,3,15.651181
1257.6647,29,15.676641
460.87463,32,15.715111
306.49298,12,15.730382
431.5456,9,15.730534
-24.102264,2,15.747591
159.85774,2,15.768536
198.03668,3,15.794949
572.3132,8,15.795023
111.89186,10,15.840702
-566.37305,13,15.859468
412.876,5,15.859542
212.16464,3,15.859556
120.24519,2,15.906745
1420.9098,33,15.941471
3053.955,41,15.962643
54.73928,6,15.962734
5220.3433,62,15.997185
1309.878,25,16.021185
-579.07007,10,16.060464
1691.1362,34,16.060542
-317.18167,8,16.060562
1288.6849,51,16.079453
940.0139,26,16.1036
-1163.9283,13,16.123854
141.85925,6,16.137943
3488.9126,101,16.194574
291.22855,3,16.194649
2393.4307,42,16.198529
374.35513,9,16.211397
-585.3177,10,16.230511
-37.660618,3,16.230565
1113.7626,24,16.250606
-860.6199,5,16.292558
331.56824,18,16.292595
-724.70325,5,16.326277
555.99536,17,16.365141
385.8651,15,16.365241
1556.5979,31,16.365253
796.9131,20,16.365259
1451.7028,23,16.387134
456.90628,8,16.38721
531.77954,19,16.421912
2477.7979,40,16.421956
393.92474,9,16.421965
-1010.3142,8,16.44508
46.024094,2,16.473347
115.764656,2,16.473439
1894.0214,56,16.473457
313.83948,6,16.519375
2408.4648,47,16.51969
113.46085,3,16.519721
291.6885,4,16.565587
-1283.6355,4,16.565676
176.193,5,16.587658
-824.7919,15,16.606197
238.4735,9,16.623773
3485.599,52,16.623843
-916.6994,4,16.644057
92.47679,3,16.680092
1045.3743,26,16.701338
4244.048,58,16.720602
1924.194,70,16.747434
66.26135,2,16.772268
95.07786,3,16.772383
-7.521553,2,16.812449
59.641785,11,16.812538
641.7161,22,16.829253
1320.7341,23,16.864461
452.7362,13,16.882393
882.49316,48,16.882468
139.01715,7,16.882484
323.248,5,16.899282
16.387993,6,16.93417
1319.6759,30,16.957174
2658.8271,38,16.957267
3994.7576,100,16.967921
696.788,19,16.987101
-838.9463,6,17.034191
187.3977,11,17.051425
1694.4863,50,17.073025
373.81705,8,17.11674
968.1112,75,17.13395
807.8684,18,17.134015
1366.5483,40,17.159322
122.99932,5,17.188657
513.5318,11,17.18883
290.79022,16,17.188859
-350.72443,10,17.206091
258.47806,6,17.242731
132.51405,4,17.284478
872.52295,22,17.302872
493.1716,21,17.30304
-912.3907,3,17.341549
1839.4758,25,17.370059
2166.268,43,17.370269
123.559456,4,17.393655
-220.03348,4,17.442579
446.9411,7,17.467766
754.85944,14,17.468076
-43.71737,5,17.485181
238.87872,12,17.522157
691.1363,16,17.543621
1914.8539,46,17.543695
2104.0615,58,17.566408
1073.1907,18,17.593128
1784.12,42,17.634088
-43.97703,9,17.664732
-1212.6349,6,17.684619
554.285,8,17.726263
203.47598,6,17.726368
5487.7188,58,17.778103
510.4837,9,17.778147
164.18083,3,17.80743
-473.54028,12,17.808169
1568.264,34,17.80827
1165.0157,16,17.862958
161.27873,2,17.862999
-697.2665,4,17.886187
-722.2821,9,17.886306
179.38661,4,17.906214
294.6819,4,17.906355
628.0034,11,17.906367
511.7458,8,17.918667
3191.3757,66,17.918791
139.11195,4,17.945091
37.10161,7,17.945136
17.141693,3,17.966984
-1032.2649,3,17.967175
906.18445,22,17.991742
303.26242,7,18.018139
4862.4443,63,18.047815
-556.5233,27,18.047882
56.425835,2,18.073322
2532.906,49,18.097704
-216.73074,6,18.097956
-1003.558,6,18.123274
-951.46936,3,18.123319
1975.6766,43,18.143778
876.3909,11,18.144019
161.07948,5,18.167101
3703.7095,85,18.167305
2596.6995,77,18.192461
2138.8176,45,18.192537
99.06695,2,18.212182
283.1667,5,18.224932
-806.42334,7,18.224981
106.04001,2,18.224992
257.62198,6,18.224999
47.823055,3,18.225006
112.53489,5,18.225011
470.0461,7,18.244432
-463.0677,15,18.375011
-737.1279,3,18.402818
1845.7327,39,18.402863
-1030.3314,2,18.402872
75.28025,2,18.442391
89.20312,2,18.479739
259.10693,9,18.515121
93.890945,6,18.515195
367.63885,8,18.526939
41.37555,7,18.527341
79.51282,2,18.548914
1226.2671,26,18.56894
60.03355,2,18.569098
6664.495,58,18.596699
5497.0923,150,18.637581
2040.5564,39,18.660731
-94.060425,8,18.70031
451.10217,18,18.700362
310.30655,4,18.729455
-704.5181,12,18.729666
381.5426,31,18.729772
108.75205,2,18.753105
1808.5604,31,18.753151
163.46759,7,18.75316
637.6368,21,18.776927
3025.3071,73,18.789036
-436.43372,12,18.81399
1027.8486,27,18.814047
-66.108765,26,18.831893
-305.56317,13,18.844585
-84.863396,6,18.844818
135.92683,5,18.894789
152.45935,2,18.894856
368.0561,5,18.94168
655.5021,10,18.941974
215.53741,5,18.966712
769.2104,21,18.966767
-605.1049,8,18.989947
456.09906,14,19.005856
387.7486,12,19.00594
2222.5034,43,19.02962
-899.1249,2,19.029683
81.99023,3,19.063775
1277.5505,36,19.063856
1038.3484,48,19.063869
101.3611,15,19.063875
1937.645,36,19.081579
3402.436,41,19.100618
-375.0897,10,19.100698
88.23705,4,19.100718
98.18045,2,19.140931
159.065,2,19.141026
5209.897,71,19.166544
157.20514,2,19.192242
322.34793,5,19.192289
-680.4408,7,19.218306
1238.9525,26,19.218395
478.21927,11,19.239332
102.21922,3,19.239386
-406.4378,25,19.252913
1027.9182,15,19.252957
340.95605,5,19.252966
250.93573,4,19.311134
438.55484,14,19.350593
774.29156,19,19.350667
1068.4247,15,19.366868
530.89465,7,19.385103
1998.3977,24,19.385201
770.3452,18,19.385211
966.80176,18,19.416906
239.8363,4,19.416997
360.8549,5,19.45481
-744.79407,15,19.490687
1004.0346,36,19.490742
-981.1029,2,19.49082
190.76437,8,19.53383
1448.1493,47,19.534005
1.0129013,6,19.534079
283.55533,10,19.579195
289.60486,25,19.587972
1415.1777,21,19.588062
97.5919,4,19.606493
510.4043,21,19.606579
-998.2891,5,19.62813
140.15656,2,19.628285
334.13467,7,19.628326
406.62073,14,19.69743
106.73514,3,19.697499
782.4707,25,19.718074
137.69133,19,19.718325
110.202095,8,19.750767
514.1135,13,19.776956
-956.7937,2,19.777439
427.10754,5,19.847088
1005.70447,22,19.847174
162.44843,10,19.847199
660.6337,9,19.847208
-862.2184,4,19.873993
668.4489,10,19.874801
179.6482,8,19.897023
586.764,8,19.897097
-598.48566,3,19.918846
124.88505,4,19.961315
722.5339,21,19.961404
2598.0715,59,19.977152
56.65935,6,19.977228
-906.31824,4,19.996309
3676.9094,51,20.013796
5.821932,2,20.013863
252.42334,8,20.032419
622.8377,15,20.060029
-413.63605,21,20.060107
310.24515,5,20.089605
794.8765,13,20.099717
-994.2981,5,20.099795
-1058.8756,7,20.140198
3682.1235,89,20.161231
623.25586,10,20.161274
170.0849,6,20.177094
460.95868,18,20.202881
133.91183,7,20.219744
229.4141,3,20.281502
-280.59277,18,20.297137
2204.4045,69,20.342301
1001.40826,23,20.342349
-282.29462,13,20.386903
6551.8877,56,20.425113
4448.2017,120,20.461035
595.6621,8,20.486234
136.28941,20,20.486291
-1272.4093,25,20.507852
318.8579,10,20.535963
339.5353,5,20.536007
